Density,Waiting Time,Time Loss,Speed,Travel Time
0.8200000000000001,0.0,3.625,10.595,44.84
3.585,6.5,14.6375,11.572500000000002,41.2175
10.057500000000001,16.0,39.239999999999995,11.067499999999999,42.2375
13.215,21.0,55.375,11.1075,42.9875
19.825,54.25,99.485,10.59,43.932500000000005
27.5475,109.5,179.4075,9.035,52.9475
30.8125,142.25,222.0575,8.5975,54.565
30.6875,142.75,214.765,8.862499999999999,54.6225
28.889999999999997,161.0,223.555,8.094999999999999,60.33
31.68,159.75,242.4225,8.3575,58.1125
35.177499999999995,178.0,286.6225,7.575,61.7425
35.1825,244.25,333.8675,7.220000000000001,72.595
33.8925,243.0,342.385,6.5875,74.4175
32.114999999999995,153.0,254.0675,8.1625,58.92
29.082500000000003,186.75,272.49,7.659999999999999,66.35
33.32,119.25,230.91250000000002,8.94,53.62
34.2775,225.75,312.85249999999996,7.5425,75.2625
33.085,211.0,286.2125,7.275,71.3375
31.02,189.75,262.8325,7.9325,63.535
33.735,197.5,294.305,7.389999999999999,64.795
40.3675,169.5,281.2775,8.6325,54.0
38.410000000000004,250.5,367.98,6.78,68.73
33.45,218.0,310.6425,7.6875,64.68
34.8025,164.5,263.5125,8.399999999999999,55.3775
35.76,228.0,310.07500000000005,8.2325,66.2175
35.197500000000005,236.75,313.63750000000005,7.5375,64.005
32.245000000000005,192.75,266.53249999999997,8.5425,61.8725
36.9775,178.25,307.38,7.9325,65.0775
33.0225,222.25,320.1925,6.985,71.54
38.5975,167.0,307.8975,8.465,55.605000000000004
31.944999999999997,170.5,275.91499999999996,7.5625,64.04
35.13,188.0,274.835,8.2975,57.182500000000005
41.6575,198.75,322.83500000000004,8.1175,57.38249999999999
35.989999999999995,261.5,359.6625,6.8475,74.3925
38.2175,219.0,311.6125,8.125,65.75750000000001
33.6425,202.25,284.4525,7.244999999999999,73.755
40.3375,201.5,297.72499999999997,8.465000000000002,57.434999999999995
43.087500000000006,267.0,405.3725,6.7925,72.98
41.2575,205.0,333.275,7.525,63.839999999999996
35.8375,262.25,355.73,6.355,75.565
36.685,224.5,331.78,7.33,64.54
39.68,237.0,359.9525,7.4575,63.260000000000005
37.5,256.25,360.62,6.6925,70.7375
46.175,188.75,335.8625,8.68,56.3725
49.224999999999994,366.0,471.05749999999995,7.045,78.0675
53.287499999999994,373.0,524.7425,6.4675,73.965
45.68,365.5,519.17,5.305000000000001,94.30000000000001
41.1025,246.75,389.0425,6.8875,68.63499999999999
45.7825,286.75,418.375,6.74,73.595
