Average Flow
0.0
0.0
60.0
60.0
40.0
100.0
40.0
80.0
200.0
120.0
80.0
60.0
140.0
140.0
80.0
100.0
80.0
320.0
260.0
140.0
120.0
140.0
180.0
140.0
280.0
40.0
160.0
160.0
220.0
260.0
120.0
220.0
140.0
340.0
60.0
200.0
160.0
180.0
180.0
260.0
260.0
280.0
320.0
180.0
340.0
200.0
280.0
80.0
240.0
240.0
140.0
260.0
220.0
180.0
120.0
240.0
160.0
120.0
260.0
140.0
400.0
100.0
200.0
180.0
340.0
200.0
160.0
280.0
180.0
300.0
140.0
160.0
20.0
260.0
240.0
80.0
140.0
200.0
420.0
140.0
240.0
300.0
260.0
320.0
280.0
240.0
280.0
280.0
200.0
320.0
260.0
360.0
180.0
220.0
320.0
220.0
360.0
100.0
280.0
280.0
220.0
320.0
240.0
300.0
220.0
340.0
80.0
300.0
140.0
240.0
300.0
200.0
160.0
100.0
320.0
160.0
280.0
100.0
220.0
220.0
180.0
280.0
140.0
320.0
160.0
180.0
420.0
320.0
260.0
200.0
320.0
260.0
380.0
160.0
280.0
220.0
320.0
200.0
160.0
300.0
140.0
260.0
180.0
180.0
80.0
180.0
220.0
140.0
240.0
240.0
420.0
200.0
220.0
240.0
240.0
320.0
220.0
320.0
320.0
320.0
240.0
280.0
360.0
460.0
340.0
280.0
220.0
280.0
440.0
120.0
240.0
140.0
360.0
220.0
200.0
300.0
240.0
420.0
180.0
200.0
200.0
300.0
140.0
120.0
300.0
300.0
320.0
160.0
240.0
180.0
240.0
260.0
140.0
220.0
180.0
400.0
60.0
340.0
140.0
200.0
220.0
80.0
200.0
180.0
180.0
180.0
240.0
160.0
280.0
140.0
140.0
180.0
280.0
360.0
160.0
180.0
240.0
280.0
160.0
140.0
280.0
280.0
320.0
180.0
160.0
300.0
460.0
180.0
140.0
240.0
380.0
260.0
160.0
200.0
100.0
380.0
400.0
100.0
240.0
340.0
220.0
160.0
240.0
100.0
220.0
280.0
120.0
160.0
220.0
440.0
240.0
160.0
220.0
200.0
280.0
240.0
300.0
240.0
280.0
200.0
360.0
240.0
180.0
180.0
120.0
200.0
100.0
340.0
140.0
180.0
260.0
380.0
120.0
260.0
360.0
280.0
300.0
160.0
180.0
80.0
340.0
220.0
240.0
220.0
160.0
220.0
160.0
220.0
100.0
280.0
300.0
160.0
200.0
280.0
240.0
160.0
260.0
280.0
260.0
220.0
220.0
220.0
100.0
300.0
160.0
100.0
240.0
340.0
160.0
180.0
140.0
240.0
280.0
100.0
260.0
200.0
280.0
240.0
160.0
280.0
340.0
340.0
100.0
220.0
280.0
380.0
300.0
240.0
180.0
160.0
340.0
140.0
380.0
240.0
260.0
360.0
240.0
220.0
240.0
380.0
180.0
320.0
260.0
220.0
240.0
180.0
280.0
200.0
520.0
240.0
240.0
260.0
240.0
220.0
100.0
140.0
100.0
380.0
120.0
280.0
