Average Flow
0.0
0.0
15.0
75.0
0.0
75.0
165.0
195.0
180.0
75.0
135.0
375.0
195.0
240.0
180.0
435.0
360.0
240.0
285.0
180.0
405.0
285.0
270.0
120.0
390.0
315.0
390.0
225.0
330.0
480.0
450.0
255.0
75.0
285.0
375.0
390.0
210.0
210.0
345.0
270.0
390.0
210.0
330.0
330.0
375.0
255.0
240.0
345.0
255.0
285.0
180.0
345.0
255.0
300.0
105.0
195.0
450.0
375.0
240.0
105.0
450.0
435.0
270.0
135.0
270.0
495.0
345.0
225.0
165.0
405.0
435.0
270.0
345.0
255.0
330.0
375.0
345.0
240.0
300.0
570.0
255.0
135.0
240.0
555.0
270.0
315.0
225.0
330.0
330.0
375.0
210.0
195.0
360.0
225.0
210.0
195.0
360.0
390.0
315.0
285.0
210.0
405.0
315.0
390.0
195.0
405.0
270.0
270.0
135.0
150.0
555.0
345.0
345.0
255.0
315.0
450.0
360.0
255.0
195.0
435.0
330.0
345.0
195.0
360.0
255.0
390.0
225.0
150.0
330.0
300.0
435.0
165.0
255.0
270.0
480.0
180.0
270.0
360.0
300.0
435.0
180.0
240.0
255.0
255.0
195.0
270.0
495.0
345.0
330.0
105.0
330.0
465.0
345.0
240.0
210.0
510.0
345.0
270.0
105.0
300.0
405.0
240.0
180.0
165.0
435.0
315.0
360.0
180.0
390.0
420.0
375.0
255.0
225.0
510.0
240.0
360.0
105.0
270.0
225.0
315.0
180.0
225.0
435.0
315.0
375.0
165.0
270.0
345.0
285.0
255.0
270.0
390.0
225.0
225.0
150.0
240.0
465.0
420.0
240.0
285.0
300.0
300.0
180.0
75.0
330.0
345.0
390.0
210.0
150.0
360.0
390.0
315.0
195.0
315.0
390.0
540.0
150.0
195.0
420.0
300.0
240.0
135.0
240.0
405.0
315.0
240.0
225.0
510.0
255.0
225.0
75.0
285.0
390.0
345.0
255.0
315.0
405.0
405.0
330.0
165.0
390.0
390.0
240.0
150.0
180.0
390.0
285.0
345.0
120.0
345.0
315.0
300.0
180.0
180.0
390.0
345.0
315.0
210.0
330.0
240.0
375.0
270.0
210.0
390.0
390.0
300.0
165.0
285.0
465.0
270.0
315.0
225.0
420.0
300.0
375.0
180.0
345.0
360.0
270.0
240.0
195.0
465.0
330.0
345.0
180.0
375.0
315.0
435.0
180.0
195.0
360.0
345.0
330.0
105.0
405.0
315.0
285.0
330.0
210.0
345.0
255.0
255.0
90.0
375.0
210.0
210.0
315.0
135.0
360.0
210.0
330.0
180.0
330.0
240.0
360.0
300.0
225.0
345.0
360.0
345.0
255.0
270.0
360.0
315.0
150.0
270.0
510.0
300.0
210.0
165.0
270.0
330.0
270.0
345.0
195.0
390.0
255.0
165.0
285.0
300.0
255.0
300.0
165.0
120.0
330.0
285.0
240.0
150.0
375.0
345.0
450.0
180.0
225.0
420.0
285.0
240.0
150.0
240.0
510.0
345.0
