Timestep,A0,A1,A2,A3,A4,B0,B1,B2,B3,B4,C0,C1,C2,C3,C4,D0,D1,D2,D3,D4,E0,E1,E2,E3,E4
520.0,0.0,61.519999999999996,76.5,52.5,0.0,6.0,141.01,125.63,148.6,40.5,66.0,208.76,180.21,118.69,61.51,24.009999999999998,126.02000000000001,126.00999999999999,171.10000000000002,31.5,0.0,12.0,54.04,0.0,0.0
560.0,0.0,27.0,153.19,19.5,0.0,18.0,100.71000000000001,124.78,129.03,63.0,18.0,108.02,120.04,133.61,25.5,39.58,81.09,166.67999999999998,153.18,6.0,0.0,25.5,48.01,13.5,0.0
600.0,0.0,13.5,126.02000000000001,42.03,0.0,12.0,31.5,112.66,112.66000000000001,18.0,12.0,112.88,91.67,127.67,25.5,46.5,105.15,163.81,81.0,0.0,0.0,19.5,13.5,46.5,0.0
640.0,0.0,21.59,86.93,101.08000000000001,0.0,12.0,39.0,136.51,186.25,27.0,32.08,142.91,120.19,156.25,36.17,47.08,135.17,164.29,93.22000000000001,0.0,0.0,48.1,17.1,48.69,0.0
680.0,0.0,24.0,49.63,12.030000000000001,0.0,6.0,19.52,139.18,127.53999999999999,57.01,18.009999999999998,205.54,124.63999999999999,57.01,6.0,19.51,76.53,73.69,72.03,0.0,0.0,6.03,78.01,88.51,0.0
720.0,0.0,105.02,166.53,99.02000000000001,0.0,57.01,154.53,200.35000000000002,283.65,90.03,84.02000000000001,212.37,186.11999999999998,225.22,120.02000000000001,131.29000000000002,193.53,283.68,54.03,27.03,0.0,91.50999999999999,70.61000000000001,91.52000000000001,0.0
760.0,0.0,40.5,114.58999999999999,63.0,0.0,6.0,90.00999999999999,106.60999999999999,216.06,85.50999999999999,108.01,252.64000000000001,171.04000000000002,238.54000000000002,33.010000000000005,47.29,112.52,277.64,69.00999999999999,85.52,0.0,55.52,19.5,108.60000000000001,0.0
800.0,0.0,105.02999999999999,133.54,61.51,0.0,52.51,148.51,163.51999999999998,262.63,63.0,40.510000000000005,253.67,110.3,223.60999999999999,18.0,42.01,193.65,246.11,133.51999999999998,39.010000000000005,0.0,111.00999999999999,96.0,48.0,0.0
840.0,0.0,27.84,78.59,6.0,0.0,32.13,106.56,85.50999999999999,183.12,13.5,48.0,174.01999999999998,163.61,193.62,55.51,42.02,91.50999999999999,250.65,106.51,40.5,0.0,48.0,39.57,28.5,0.0
880.0,0.0,113.11,105.00999999999999,75.08,0.0,31.52,88.59,126.10999999999999,312.07,73.5,67.5,291.61,201.04999999999998,208.7,18.0,42.0,141.01,141.01999999999998,111.1,67.52000000000001,0.0,33.0,61.5,25.5,0.0
920.0,0.0,123.13,55.5,0.0,0.0,33.0,84.00999999999999,151.51,117.14,33.01,33.0,194.06,103.6,163.70999999999998,6.0,34.510000000000005,127.52000000000001,196.68,115.7,26.07,0.0,47.08,64.64,41.120000000000005,0.0
960.0,0.0,85.54,75.03,40.5,0.0,6.0,39.0,165.15,210.03,0.0,40.5,267.12,163.57999999999998,126.16,93.02,55.53,142.62,193.73,60.0,39.01,0.0,24.0,63.01,48.0,0.0
1000.0,0.0,160.52,21.58,28.51,0.0,12.0,48.02,97.68,87.25,36.11,48.6,129.26,112.18,97.57,126.02,19.5,93.17,231.15,55.629999999999995,12.0,0.0,35.120000000000005,45.620000000000005,33.0,0.0
1040.0,0.0,100.56,31.520000000000003,12.01,0.0,6.0,87.25999999999999,118.69000000000001,195.02,45.01,13.52,202.60000000000002,136.04,156.01999999999998,67.68,12.0,87.01,240.72000000000003,76.61999999999999,0.0,0.0,0.0,70.55,93.01,0.0
1080.0,0.0,138.01,132.67,55.5,0.0,63.0,135.01999999999998,216.02999999999997,246.24,186.02999999999997,79.52,205.65,165.04999999999998,178.73,249.04000000000002,114.05000000000001,208.7,276.11,171.04999999999998,13.5,0.0,28.5,128.56,61.51,0.0
1120.0,0.0,99.59,98.72,12.0,0.0,63.03,121.52,240.16000000000003,171.04,55.5,27.11,291.13000000000005,171.07,126.05999999999999,25.5,13.5,141.01,271.77,142.51,63.0,0.0,25.5,68.14,34.5,0.0
1160.0,0.0,127.51,48.019999999999996,85.51,0.0,39.0,163.51999999999998,150.03,171.02999999999997,95.78999999999999,78.00999999999999,118.53999999999999,171.03,216.04,171.01,61.53,291.17,255.03000000000003,76.5,33.0,0.0,12.0,84.62,42.0,0.0
1200.0,0.0,49.51,36.01,13.5,0.0,25.5,67.5,187.2,121.51,27.0,33.0,178.52,96.11000000000001,103.53,55.5,48.01,118.50999999999999,239.88,48.02,19.5,0.0,6.0,183.12,55.5,0.0
1240.0,0.0,66.01,39.0,6.0,0.0,39.0,133.51,171.03,223.62,55.52,67.51,141.03,148.51,261.12,103.57,84.09,163.62,219.2,60.03,18.0,0.0,25.509999999999998,93.01,34.5,0.0
1280.0,0.0,63.15,72.17,0.0,0.0,6.0,133.60999999999999,145.7,186.17000000000002,34.5,93.62,118.25999999999999,141.32,114.02,93.68,0.0,108.19,240.06,40.51,27.0,0.0,33.0,139.76,72.04,0.0
1320.0,0.0,51.01,78.02000000000001,48.01,0.0,19.5,75.09,171.16000000000003,126.13,85.52,81.03999999999999,126.22000000000001,314.01,142.69,63.01,76.50999999999999,69.14,112.58,73.56,25.5,0.0,0.0,99.03,6.0,0.0
1360.0,0.0,63.620000000000005,55.650000000000006,19.5,0.0,25.5,63.09,163.55,87.13999999999999,136.51999999999998,22.64,88.62,100.62,96.18,42.629999999999995,20.29,49.63,162.02,165.07999999999998,20.08,0.0,25.57,151.57999999999998,33.59,0.0
1400.0,0.0,99.06,46.56,5.76,0.0,19.56,25.73,211.87999999999997,127.53,79.51,21.0,115.63000000000001,171.32999999999998,166.65,94.52,46.61,114.01999999999998,72.13,247.69,0.0,0.0,19.56,150.82,12.01,0.0
1440.0,0.0,85.50999999999999,112.52,41.8,0.0,87.06,148.51,304.61,222.17000000000002,108.05000000000001,99.02000000000001,235.57,148.52999999999997,229.67,114.01,121.53,259.11,221.16000000000003,280.56,99.00999999999999,0.0,85.53000000000002,276.03,141.01,0.0
1480.0,0.0,84.6,85.50999999999999,34.51,0.0,18.0,106.51,133.67,165.17000000000002,122.1,13.5,208.52,208.64,268.54,75.65,48.69,83.48,186.91,234.04000000000002,55.510000000000005,0.0,40.5,242.14,100.51,0.0
1520.0,0.0,96.00999999999999,96.00999999999999,52.53,0.0,60.0,193.60999999999999,150.12,276.16999999999996,156.01,90.01,150.10000000000002,186.02999999999997,313.65,143.12,120.02,148.64000000000001,260.8,238.55,25.5,0.0,99.06,195.02,118.50999999999999,0.0
1560.0,0.0,70.50999999999999,27.0,12.0,0.0,27.0,93.01,91.52,135.01999999999998,116.11,27.0,66.0,193.61999999999998,223.53,48.02,27.01,127.51,219.12,69.01,12.0,0.0,35.07,174.6,108.01,0.0
1600.0,0.0,25.5,31.5,61.51,0.0,52.5,103.5,171.21,178.64,94.52000000000001,96.02000000000001,118.54,201.26,298.84999999999997,75.01,37.57,276.14,238.81,133.63,58.5,0.0,19.51,201.1,45.03,0.0
1640.0,0.0,18.0,69.6,19.5,0.0,33.0,82.5,168.17,100.51,34.5,6.0,103.61000000000001,171.23000000000002,210.3,33.0,57.11,223.95,173.98,157.55,49.510000000000005,0.0,33.0,301.56,21.0,0.0
1680.0,0.0,26.42,64.52000000000001,40.52,0.0,18.02,150.22,105.00999999999999,150.21,63.02,60.0,111.22,268.87,259.69000000000005,99.03,33.0,148.67000000000002,148.65,84.1,24.0,0.0,33.010000000000005,181.78,54.0,0.0
1720.0,0.0,12.0,108.01,72.16,0.0,30.1,115.82,149.97,84.13,114.05,123.62,148.74,93.12,127.72999999999999,27.59,30.12,93.17,231.16,54.78,40.53,0.0,33.59,252.03,70.61,0.0
1760.0,0.0,72.01,25.5,63.03,0.0,13.5,117.30000000000001,90.11,130.53,176.07999999999998,13.5,19.65,129.25,241.59000000000003,103.57,99.05,225.15,202.68,70.61999999999999,0.0,0.0,13.51,270.85,100.53,0.0
1800.0,0.0,120.01,76.50999999999999,34.5,0.0,121.51,187.52999999999997,246.03999999999996,206.51,117.07,148.55,259.57,328.75,388.74,150.02999999999997,166.52999999999997,314.04999999999995,366.06,99.0,76.61,0.0,129.01999999999998,417.34000000000003,78.00999999999999,0.0
1840.0,0.0,93.01,158.17000000000002,93.01,0.0,70.5,91.52,247.64999999999998,152.4,42.01,114.61000000000001,141.01,343.76,253.53,53.120000000000005,48.01,174.02999999999997,292.64,114.01999999999998,19.5,0.0,55.5,391.48,40.5,0.0
1880.0,0.0,60.010000000000005,119.11,90.00999999999999,0.0,81.00999999999999,171.01999999999998,283.55,171.01999999999998,105.02000000000001,201.01999999999998,261.15,238.61999999999998,255.24,136.52,127.52,283.68,283.68,156.01999999999998,82.50999999999999,0.0,103.50999999999999,285.28,69.0,0.0
1920.0,0.0,70.5,162.21,70.50999999999999,0.0,33.04,69.0,268.65,93.1,86.12,132.65,69.0,171.13,204.33,78.62,85.50999999999999,208.76000000000002,324.15999999999997,118.51,63.0,0.0,11.15,346.55,63.01,0.0
1960.0,0.0,54.0,171.01999999999998,25.58,0.0,12.0,118.53,298.85,163.64,69.00999999999999,174.01999999999998,81.01,231.11999999999998,319.56000000000006,135.01999999999998,181.51,202.77999999999997,201.11,165.12,97.54999999999998,0.0,18.0,163.31,52.53,0.0
2000.0,0.0,48.0,125.15,27.01,0.0,47.11000000000001,70.60000000000001,264.02,127.51999999999998,33.16,183.02,96.00999999999999,261.25,262.79999999999995,86.11,93.71,271.74,253.67000000000002,106.62,24.6,0.0,19.5,376.25,56.11,0.0
2040.0,0.0,48.0,79.62,27.0,0.0,6.0,60.03,156.14000000000001,112.65,91.50999999999999,216.64999999999998,112.61,223.82999999999998,483.17,141.07,112.53,291.16999999999996,174.14,186.3,13.5,0.0,25.5,127.54,33.01,0.0
2080.0,0.0,43.61,154.55,48.02,0.0,6.0,34.59,307.3,121.83,109.52,185.13,81.12,172.81,292.82,139.54,115.51,280.64,247.75,145.97,36.129999999999995,0.0,32.19,324.59000000000003,48.68,0.0
2120.0,0.0,94.14,106.55000000000001,31.58,0.0,12.0,178.7,288.13,115.61000000000001,262.74,61.63,72.16,193.56,373.61,156.09,92.14,226.54,283.11,231.08,0.0,0.0,6.0,278.25,108.06,0.0
2160.0,0.0,79.14,202.54,129.16,0.0,84.01,199.54999999999998,358.70000000000005,243.07000000000002,249.06,261.03,283.58,306.24,399.56,267.1,230.14,477.38,271.15,136.6,36.01,0.0,135.02,405.53999999999996,97.52000000000001,0.0
2200.0,0.0,108.06,159.69,40.5,0.0,40.5,196.57,403.9,130.51,250.89000000000001,182.11,133.51,201.01999999999998,276.46000000000004,200.14999999999998,192.66,285.13,219.13,127.55,33.01,0.0,48.02,428.06,93.01,0.0
2240.0,0.0,118.52,202.54000000000002,112.51,0.0,96.0,171.12,313.9,150.01999999999998,185.25,220.56,103.55,201.14999999999998,454.48,241.57,204.03,439.54999999999995,247.79,148.62,126.02000000000001,0.0,96.01,306.19,135.03,0.0
2280.0,0.0,145.51,115.55,48.0,0.0,12.0,142.32999999999998,375.04999999999995,97.50999999999999,160.7,35.08,58.5,118.52000000000001,315.20000000000005,57.1,113.19,243.12,105.01,100.50999999999999,19.5,0.0,55.5,399.05,116.10000000000001,0.0
2320.0,0.0,70.53,157.53,6.0,0.0,39.0,157.74,343.97,171.12999999999997,166.69,178.59,133.63,186.2,379.58,195.07999999999998,174.11,336.05,238.67,141.01999999999998,61.51,0.0,76.50999999999999,424.77,90.02,0.0
2360.0,0.0,69.87,101.19,25.59,0.0,12.0,105.00999999999999,553.66,96.01,229.53,174.02,88.61000000000001,127.53,216.19,228.03,211.53,124.56,231.16,130.60999999999999,33.01,0.0,18.0,391.87,26.15,0.0
2400.0,0.0,55.51,123.36,69.0,0.0,18.0,96.1,493.77,69.11,72.02,128.25,88.59,216.49000000000004,328.6,79.65,104.19,271.53,274.71,91.64,12.0,0.0,18.009999999999998,318.84000000000003,112.56,0.0
2440.0,0.0,62.120000000000005,132.01999999999998,19.5,0.0,19.59,57.19,346.67,88.74000000000001,205.53,176.13,105.22999999999999,149.75,127.74,267.05,161.12,138.31,180.24,114.19,0.0,0.0,120.51,361.93,151.53,0.0
2480.0,0.0,6.01,84.50999999999999,25.57,0.0,12.0,12.0,385.68,40.67,99.02,92.22,90.11999999999999,54.120000000000005,243.07000000000002,27.01,109.53999999999999,286.54,217.73000000000002,108.15,12.0,0.0,6.0,159.20999999999998,99.05,0.0
2520.0,0.0,112.53,280.54,112.56,0.0,13.5,91.50999999999999,462.13000000000005,216.03,298.58,204.64999999999998,297.21,253.64999999999998,457.13,286.66,160.53,169.6,382.69,184.64000000000001,106.50999999999999,0.0,61.53,360.84000000000003,175.52,0.0
2560.0,0.0,40.5,84.59,12.0,0.0,63.0,127.52,381.26,97.50999999999999,200.26999999999998,228.13000000000002,148.62,178.53999999999996,261.03999999999996,340.54,63.01,306.07,324.15,121.51,33.0,0.0,19.5,378.05,138.62,0.0
2600.0,0.0,45.0,172.53,54.0,0.0,148.51,193.4,343.69,216.14,205.36,252.64999999999998,291.12,140.71,118.63,449.11,90.01,396.52,201.01999999999998,120.03,18.0,0.0,76.50999999999999,429.84999999999997,216.67,0.0
2640.0,0.0,48.0,78.0,25.5,0.0,27.0,121.51,381.07,187.65,43.51,154.69,223.51999999999998,132.66,299.94,400.57,40.63,208.61,174.04000000000002,120.14,19.5,0.0,48.0,414.07,57.01,0.0
2680.0,0.0,67.5,111.61,6.0,0.0,0.0,150.18,337.90000000000003,187.64,160.62,282.65,208.69000000000003,172.73,327.07,147.72,115.51,159.16000000000003,187.54,186.13000000000002,61.5,0.0,24.0,385.77,157.57,0.0
2720.0,0.0,70.50999999999999,109.64,27.0,0.0,45.6,126.09,417.06,201.16,66.16,256.56,114.11,150.01999999999998,329.53999999999996,390.78,19.5,135.06,256.83,150.13,33.01,0.0,19.5,398.42,228.04,0.0
2760.0,0.0,28.5,72.01,19.5,0.0,25.5,120.22,376.93,188.04,78.03,240.67,111.15,144.24,256.71,316.76,94.58,282.11,196.95999999999998,141.18,13.5,0.0,55.53,428.29,85.84,0.0
2800.0,0.0,27.01,106.51,25.51,0.0,6.0,27.09,383.0,217.68,109.51,229.53,142.70999999999998,82.60000000000001,186.3,348.39,109.51,162.29,196.60000000000002,130.78,0.0,0.0,21.1,325.71000000000004,153.01999999999998,0.0
2840.0,0.0,78.02000000000001,33.03,0.0,0.0,0.0,18.0,421.63,157.56,121.53,243.17,136.7,33.150000000000006,292.71000000000004,400.55,27.04,181.55,262.72,171.11,0.0,0.0,12.0,429.12,94.59,0.0
2880.0,0.0,70.53999999999999,157.56,90.96000000000001,0.0,69.0,208.54,479.15,237.05,114.05,255.98,244.55,126.01,336.21000000000004,453.66,58.51,268.72,231.05,193.57999999999998,70.50999999999999,0.0,99.00999999999999,482.09999999999997,117.03,0.0
2920.0,0.0,72.01,53.11,54.94,0.0,0.0,223.65,441.07,129.01999999999998,102.61,62.089999999999996,178.51999999999998,118.5,285.04,47.12,48.01,210.02,276.14,180.02,6.0,0.0,55.51,439.71,123.67,0.0
2960.0,0.0,88.5,77.11,52.55,0.0,31.56,223.74999999999997,382.83,231.17,105.00999999999999,211.54,255.13,110.19,328.82000000000005,326.65999999999997,68.19,306.16,261.03,111.16,54.02000000000001,0.0,0.0,190.65,178.51,0.0
3000.0,0.0,100.51,36.01,12.0,0.0,19.5,69.0,465.09999999999997,136.6,175.43,27.0,201.03,88.50999999999999,216.2,448.13,36.01,307.2,246.3,136.55,27.0,0.0,40.57,475.24,87.01,0.0
3040.0,0.0,45.6,158.12,37.5,0.0,39.0,193.61999999999998,216.16,171.13,63.7,160.59,276.41999999999996,133.6,387.04999999999995,393.7,73.5,330.04,151.56,141.02999999999997,25.5,0.0,61.5,455.92,70.50999999999999,0.0
3080.0,0.0,34.66,49.51,63.010000000000005,0.0,25.5,159.11,436.92,129.15,72.02000000000001,234.02,223.79999999999998,156.17000000000002,201.22,384.02000000000004,85.50999999999999,180.42000000000002,217.52,63.1,18.0,0.0,6.0,507.67999999999995,32.81,0.0
3120.0,0.0,54.06,118.55000000000001,18.0,0.0,46.54,82.67,367.73,75.02000000000001,157.53,264.73,223.52,231.35,305.26,464.92,152.1,304.55,262.71,67.52000000000001,33.03,0.0,12.0,492.16,40.5,0.0
3160.0,0.0,41.1,96.01,45.629999999999995,0.0,27.62,55.64,295.65999999999997,120.13,64.63,334.54,241.73000000000002,78.22,129.43,357.66,116.11,219.28,247.67000000000002,48.1,11.14,0.0,55.5,405.05,29.16,0.0
3200.0,0.0,33.0,27.01,6.0,0.0,13.59,84.03,456.09000000000003,207.12,74.22,236.15,255.84,58.52,250.54999999999998,471.08,87.63,288.05,172.39,68.04,12.0,0.0,6.0,463.56,33.129999999999995,0.0
3240.0,0.0,151.54000000000002,136.54000000000002,91.50999999999999,0.0,223.57,253.54,585.22,193.56,128.20999999999998,347.05,395.32,214.54999999999998,201.10999999999999,537.8,189.06,366.33,260.68,200.6,106.50999999999999,0.0,55.5,308.91,142.54999999999998,0.0
3280.0,0.0,137.12,152.10999999999999,63.01,0.0,100.51999999999998,91.57,567.18,69.01,70.50999999999999,346.55,321.05,208.63,291.18,469.88,48.0,247.86,226.7,118.51,34.5,0.0,78.01,570.24,78.0,0.0
3320.0,0.0,105.01,162.63,90.01,0.0,120.03,238.56,495.37999999999994,208.73999999999998,63.01,380.28,285.19,156.02,253.76,262.90999999999997,112.51,283.94,261.15999999999997,103.50999999999999,193.52999999999997,0.0,121.53,526.32,84.08,0.0
3360.0,0.0,100.52,153.16,13.5,0.0,48.0,180.21,555.9,82.50999999999999,79.62,362.15,246.12,186.11,390.23,482.88,41.17,217.59,243.17000000000002,69.03,33.0,0.0,63.86,402.16,57.01,0.0
3400.0,0.0,59.18,123.02000000000001,27.01,0.0,95.18,172.73,553.97,100.62,91.50999999999999,423.13,267.05,126.1,454.62,602.76,135.06,387.05,178.53,133.51,126.01,0.0,33.019999999999996,197.01,31.5,0.0
3440.0,0.0,70.50999999999999,49.61,25.5,0.0,0.0,141.1,467.47999999999996,76.50999999999999,57.61,399.19000000000005,232.89,178.72,446.01,533.1,103.68,144.16,180.17,115.74000000000001,44.95,0.0,27.0,423.22,25.5,0.0
3480.0,0.0,159.02,103.63,6.0,0.0,24.009999999999998,150.25,556.88,67.64,63.02,112.6,282.21,193.76,462.0,580.0699999999999,232.64,270.1,148.9,126.28,39.0,0.0,18.0,855.09,12.01,0.0
3520.0,0.0,49.51,147.02,34.6,0.0,21.1,139.79000000000002,569.31,131.23000000000002,30.1,319.87,151.9,141.25,414.41,539.99,183.76000000000002,288.16999999999996,196.62,76.60000000000001,79.50999999999999,0.0,13.5,523.61,33.61,0.0
3560.0,0.0,114.11,116.13,19.53,0.0,25.55,144.03,540.79,135.64,39.64,244.86,204.20000000000002,384.28,297.36,478.99,108.84,307.56,208.51,106.63000000000001,157.55,0.0,12.01,440.26,94.72,0.0
3600.0,0.0,135.04000000000002,189.09,64.50999999999999,0.0,120.02000000000001,186.05,666.24,362.19,134.12,331.73,424.77,274.67,391.98,300.22,181.53,184.51,243.02,162.1,223.61999999999998,0.0,70.50999999999999,286.63,114.01,0.0
3640.0,0.0,34.5,107.12,25.5,0.0,18.0,150.02,636.5600000000001,237.72000000000003,48.01,451.57,298.58000000000004,381.42,315.40999999999997,558.03,55.51,264.25,360.17,106.52,48.010000000000005,0.0,33.0,498.08,70.50999999999999,0.0
3680.0,0.0,133.51,211.55,111.03,0.0,66.03,231.14,572.6800000000001,388.12,32.129999999999995,264.88,418.79999999999995,238.64000000000001,477.08,541.59,174.03,418.55,253.54,186.04,106.51999999999998,0.0,54.010000000000005,262.76,90.06,0.0
3720.0,0.0,63.010000000000005,100.65,19.5,0.0,42.01,150.01999999999998,605.89,165.79000000000002,34.5,427.64,279.12,313.69,391.97,705.27,77.1,217.73,264.19,141.07,70.50999999999999,0.0,19.5,489.15,65.10000000000001,0.0
3760.0,0.0,76.50999999999999,245.20000000000002,46.510000000000005,0.0,6.0,150.11,681.5200000000001,288.8,46.5,391.69000000000005,417.09000000000003,283.05,417.06,733.54,136.56,409.58,370.44,96.05,126.02000000000001,0.0,19.5,260.45,12.0,0.0
3800.0,0.0,107.15,243.63,27.01,0.0,25.5,99.14,721.29,308.14,62.08,370.8,205.6,321.27,384.23,869.12,48.01,232.82,381.05,54.09,123.01,0.0,54.580000000000005,374.41,55.5,0.0
3840.0,0.0,93.03,133.87,18.0,0.0,40.5,126.24000000000001,593.3100000000001,296.18,19.5,430.45,342.05,261.51,418.83,921.73,135.10000000000002,283.53999999999996,420.25,55.730000000000004,157.51,0.0,69.01,381.91,19.5,0.0
3880.0,0.0,41.89,260.16,21.1,0.0,6.0,121.67000000000002,404.54,293.24,0.0,312.27000000000004,303.22,277.76,177.39000000000001,793.72,145.55,127.78,382.77,25.509999999999998,139.51999999999998,0.0,70.61,405.87,21.01,0.0
3920.0,0.0,92.85,319.48,31.52,0.0,6.0,90.08,758.29,225.67,26.5,417.08,289.71999999999997,327.06000000000006,361.43,553.08,102.05,145.73,373.76,18.0,160.54,0.0,6.06,497.82,129.06,0.0
3960.0,0.0,64.50999999999999,301.57,156.02,0.0,57.01,192.04,587.9899999999999,469.89,135.99,309.12,219.16,247.75,364.97,549.9,87.02,336.19,340.73,205.52,240.04000000000002,0.0,63.0,422.71999999999997,91.52000000000001,0.0
4000.0,0.0,34.5,279.65,19.5,0.0,19.5,103.51,557.84,250.67000000000002,64.53,421.55,389.36,177.82999999999998,472.59000000000003,527.9300000000001,58.51,166.60999999999999,150.03,99.03,183.02999999999997,0.0,53.1,511.61,34.5,0.0
4040.0,0.0,19.53,276.3,55.52,0.0,46.53,193.53,526.01,492.1,45.010000000000005,199.6,373.55,156.13,469.88,538.65,39.0,111.03,313.83,118.50999999999999,159.12,0.0,90.00999999999999,399.48,12.0,0.0
4080.0,0.0,49.51,325.56,12.0,0.0,12.0,241.67,569.73,241.73000000000002,40.23,378.05,333.13,157.64000000000001,375.21999999999997,551.06,36.01,109.62,297.11,106.51,101.14,0.0,25.5,451.98,55.51,0.0
4120.0,0.0,18.0,145.55,40.510000000000005,0.0,40.510000000000005,48.0,606.9399999999999,379.54999999999995,33.0,333.32000000000005,387.07,216.19,417.06,658.91,75.00999999999999,187.7,412.82,105.12,151.52,0.0,12.030000000000001,187.64,25.54,0.0
4160.0,0.0,90.64,468.06000000000006,42.0,0.0,12.0,33.0,397.82,166.73000000000002,26.07,601.62,201.77999999999997,186.12,184.89,577.74,28.5,111.00999999999999,381.04,69.0,120.68,0.0,13.5,434.15,34.5,0.0
4200.0,0.0,6.0,154.57999999999998,6.0,0.0,6.0,97.61000000000001,525.27,321.18,12.0,335.52000000000004,372.15999999999997,148.66,409.28000000000003,564.97,6.0,156.3,375.25,75.08,121.56,0.0,27.0,379.36,12.02,0.0
4240.0,0.0,26.09,256.65,6.0,0.0,6.0,54.22,367.92,303.40999999999997,36.11,282.12,183.43,120.25999999999999,202.7,642.02,20.13,309.31,369.33000000000004,70.63,159.02,0.0,12.0,325.72,42.09,0.0
4280.0,0.0,6.0,91.52000000000001,0.0,0.0,13.5,33.0,538.6,273.18,6.01,342.0,314.68,289.64,285.13,613.05,31.54,102.02000000000001,456.21999999999997,123.25,115.53,0.0,0.0,436.66,81.02,0.0
4320.0,0.0,84.05,252.08,0.0,0.0,85.50999999999999,141.01999999999998,342.15999999999997,442.52,34.54,326.01,481.48,261.17,196.7,752.15,120.02000000000001,208.89999999999998,373.97,180.03,202.53000000000003,0.0,120.02,327.27,40.54,0.0
4360.0,0.0,100.60999999999999,93.01,70.5,0.0,63.0,100.51,546.0799999999999,298.67,49.51,391.63,306.09000000000003,216.14,300.72,590.9,17.11,153.03,471.16,129.02,153.03,0.0,33.0,496.57,117.09,0.0
4400.0,0.0,48.01,238.57,31.5,0.0,36.01,127.51,429.36,432.07000000000005,55.510000000000005,275.40999999999997,492.18000000000006,195.14,469.56,528.04,71.12,246.19,351.22,171.04000000000002,238.54000000000002,0.0,33.0,411.34,118.50999999999999,0.0
4440.0,0.0,34.5,159.83,33.0,0.0,12.57,81.0,539.02,241.82,33.0,391.57,261.24,291.14,389.37,429.21999999999997,34.5,178.51999999999998,444.15,75.0,205.53,0.0,40.5,488.28999999999996,133.54,0.0
4480.0,0.0,40.5,219.5,30.6,0.0,85.52000000000001,103.61000000000001,532.57,386.15999999999997,73.51,393.69,394.57000000000005,322.65999999999997,426.24,390.54,12.0,171.18,428.01,75.00999999999999,123.05000000000001,0.0,149.13,421.74,63.01,0.0
