Timestep,A0A1,A0B0,A1A0,A1A2,A1B1,A2A1,A2A3,A2B2,A3A2,A3A4,A3B3,A4A3,A4B4,B0A0,B0B1,B0C0,B1A1,B1B0,B1B2,B1C1,B2A2,B2B1,B2B3,B2C2,B3A3,B3B2,B3B4,B3C3,B4A4,B4B3,B4C4,C0B0,C0C1,C0D0,C1B1,C1C0,C1C2,C1D1,C2B2,C2C1,C2C3,C2D2,C3B3,C3C2,C3C4,C3D3,C4B4,C4C3,C4D4,D0C0,D0D1,D0E0,D1C1,D1D0,D1D2,D1E1,D2C2,D2D1,D2D3,D2E2,D3C3,D3D2,D3D4,D3E3,D4C4,D4D3,D4E4,E0D0,E0E1,E1D1,E1E0,E1E2,E2D2,E2E1,E2E3,E3D3,E3E2,E3E4,E4D4,E4E3
7820.00,13.51,12.0,0,40.5,0,27.02,13.5,0,236.33,0,0,6.0,34.5,0,63.01,138.01999999999998,0,0,48.0,142.64,0,48.01,85.17,0,0,77.56,0,7.59,0,85.50999999999999,43.51,19.5,55.510000000000005,139.52,0,0,40.5,0,0,33.0,63.0,0,15.1,34.5,0,0,55.5,78.03,49.51,34.41,93.00999999999999,0,0,0,357.04,0,0,64.52000000000001,114.24000000000001,0,120.11,108.02,0,0,6.0,40.5,0,26.81,18.0,0,0,198.09,0,34.54,93.01,0,48.01,0,21.0,40.519999999999996
7840.00,0,0,0,0,6.0,22.6,0,19.5,253.54,0,25.5,5.12,0,0,0,133.52,21.0,6.0,22.6,120.15,35.43,15.1,0,18.65,33.0,80.96,49.559999999999995,25.53,0,0,0.0,0,0,141.02,19.5,6.0,0.0,36.16,43.58,0,15.09,12.0,25.509999999999998,7.59,6.01,33.0,6.57,0,0,0,22.6,0,33.01,27.0,291.38,0.0,40.5,88.52000000000001,30.1,27.0,109.63,30.12,12.0,13.5,0,0,0,0,0,12.0,0,193.53,6.0,0,103.52,12.0,0,0,0,0
7860.00,0,0,0,0,6.0,0,0,19.5,276.04,0,40.5,0,0,0,0,0.0,58.51,12.0,0,147.03,42.92,0,0,54.66,70.52,52.62,72.01,48.0,0,0,0,0,0,0.0,70.52,19.5,7.59,55.51,51.01,0,0,85.50999999999999,63.0,0,28.5,63.0,0,0,0,0,0.0,0,40.5,55.51,343.55,12.0,48.0,0,0.0,70.5,145.51999999999998,0,49.5,21.0,0,0,0,0,0,12.0,0,215.96,13.5,0,5.15,19.5,0,0,0,0
7880.00,12.04,0,0,12.04,7.59,25.54,6.0,0.0,67.66,0,0.0,0,0.0,0,13.51,27.060000000000002,66.01,0,33.03,148.52,57.93,6.0,6.01,0,51.02,43.68,88.51,0.0,0,0,6.0,6.0,0,80.22,51.01,0,32.22,43.51,51.01,0,19.509999999999998,7.63,0.0,40.510000000000005,58.51,7.66,0,6.01,6.0,13.52,13.52,0,7.6,73.51,355.53999999999996,0,0.0,12.0,27.009999999999998,0.0,141.02,13.54,0,51.01,11.73,6.0,0,0,6.08,0,0,212.13,7.59,12.030000000000001,40.53,7.6,12.0,0,0,0
7900.00,12.0,0,0,12.0,0,40.5,51.01,0,139.69,0,0,0,27.0,0,48.01,79.51,0,0,55.51,97.63,0,33.0,27.0,0,0,70.52,0,0,0,34.510000000000005,19.5,25.5,93.02,129.62,0,0,39.72,0,0,12.0,70.50999999999999,15.09,0.0,78.00999999999999,0,22.68,0,78.0,40.510000000000005,21.0,55.54,0,0,0,199.76,0,15.09,63.0,70.50999999999999,0,105.15,21.0,0,0,40.230000000000004,78.00999999999999,0,0,12.0,0,0,130.51999999999998,0,25.5,55.51,0,19.54,0,12.0,6.0
7920.00,34.510000000000005,0,0,28.51,0,48.0,85.50999999999999,0,246.24,0,6.01,0.0,55.519999999999996,0,36.01,100.54,0,0.0,78.00999999999999,150.08,0,34.51,49.51,0,5.72,72.00999999999999,13.56,0.0,0,36.01,28.5,57.019999999999996,138.03,159.64,0,0,77.22,0,0.0,40.5,93.02,0.0,45.1,108.01,0,13.56,0,138.03,100.52999999999999,36.01,85.50999999999999,0,6.02,6.0,295.93,0,0,93.03,85.50999999999999,0,30.11,28.57,0,0.0,70.26,108.03,0,13.5,28.53,0,0,183.03,0,42.019999999999996,78.00999999999999,0,40.54,0,40.51,0.0
7940.00,0,0,0,0,6.0,0,0,6.0,283.54,0,25.5,22.66,0,0,0,14.14,19.5,33.0,0,138.16,13.5,0,0,18.0,26.72,82.63,42.01,25.5,0,0,0,0,0,155.12,78.00999999999999,27.01,15.09,13.5,63.01,7.59,15.09,70.53,58.51,7.59,13.53,85.52,0,0.0,0,0,30.1,0,55.510000000000005,55.51,336.19,19.5,40.5,0,45.1,43.51,123.03,0,18.0,19.5,7.61,0,0,0,0.0,6.0,0,156.02,6.0,0,0.0,18.02,0,0,0,0
7960.00,0,0,0,0,18.0,0,0,13.5,291.04,0,25.5,0,0,0,0,36.59,19.5,40.510000000000005,0,183.07,33.0,0,0,55.54,47.72,60.18,78.03,85.50999999999999,0,0,0.0,0,0,6.59,100.55,40.5,7.59,55.51,93.00999999999999,0,0,100.52,85.60000000000001,15.09,21.0,108.01999999999998,0,0,0,0,0,0,78.01,78.02999999999999,343.55,25.5,93.00999999999999,0,0,57.01,160.51999999999998,0,48.019999999999996,27.0,6.58,0,0,0,0,6.0,0,21.58,6.0,0,30.1,25.5,0,0,0,0
7980.00,0,0,0,0,0,40.5,12.0,7.59,306.59,0,0,6.0,33.01,0,40.5,87.03,0,0,25.5,141.02,0,12.02,27.0,0,0,78.06,0,0,0,19.509999999999998,40.5,6.0,55.510000000000005,123.15,15.09,0,70.50999999999999,30.1,0,63.02,63.0,0.0,52.65,70.50999999999999,0,45.11,48.01,12.0,34.510000000000005,12.0,6.0,0,22.64,0.0,85.52,0,52.61,6.0,48.0,0,133.52,55.53,0,0,57.01,27.01,0,19.5,6.0,0,0,124.85,0,12.0,49.51,22.6,6.0,0,6.0,6.0
8000.00,12.0,6.0,0,0,0,63.01,85.51,0,327.13,0,0,19.5,55.5,0,55.5,94.51,0,0,33.0,150.14,0,12.0,48.0,7.59,0,93.01,0,0,0,70.5,78.00999999999999,25.509999999999998,93.00999999999999,153.01999999999998,0,0,78.00999999999999,0,0,100.51,138.03,0,7.61,85.50999999999999,0,0,55.51,48.0,93.03,42.01,19.5,0,0.0,0,205.57,0,0,13.5,78.00999999999999,0,150.22,70.5,0,0,70.50999999999999,85.50999999999999,0,19.5,19.52,0,0,168.04,0,40.519999999999996,55.51,7.61,12.0,0,19.5,19.52
8020.00,0,0,0,0,6.0,29.17,80.97,6.0,321.99,0,6.0,15.11,0,0,0,111.02,55.57,6.0,0,177.15,48.04,0,22.61,25.5,0.0,80.96,6.0,40.5,0,7.59,0,0,22.62,156.03,55.52,21.01,15.09,40.51,40.54,88.60000000000001,30.22,12.0,70.53,30.11,0.0,63.040000000000006,22.6,7.59,0.0,0,0,0,33.0,6.0,268.58,12.0,19.5,0,0.0,6.0,57.17,22.6,12.01,19.5,14.07,0,0,0.0,6.57,6.0,0,163.52,12.0,0,30.14,6.0,0,0,5.1,0
8040.00,0,0,0,0,6.0,0.0,0,6.0,284.59,0,6.0,0,0,0,0,29.1,100.51,6.0,0,206.31,93.00999999999999,0,0,40.5,27.009999999999998,90.1,13.5,63.0,0,0,0,0,0,44.1,100.52999999999999,34.5,15.09,70.52,153.04,0,0,49.51,93.01,0,19.5,100.51999999999998,22.62,0,0,0,0,0,55.5,13.5,268.54,18.0,48.0,0,0,19.5,160.53,0,70.62,40.5,36.6,0,0,0,0,6.0,0,0.0,18.0,0,27.68,27.0,0,0,0,0
8060.00,6.0,0,0,0,0,66.12,0,7.6,50.84,0,0,0,12.059999999999999,0,0,40.510000000000005,81.01,0,19.5,178.52,58.51,12.0,33.09,0.0,0,73.67,0,51.03,0,0,12.02,0,25.509999999999998,149.14,58.57,0,19.54,7.63,183.03,12.030000000000001,0.0,0.0,96.04,0.0,0.0,66.01,6.0,12.01,12.01,12.0,13.5,0,15.17,0,240.32,0,7.62,13.53,13.54,0,141.04,25.5,0.0,58.51,27.03,6.01,0,0,6.01,0,0,48.05,7.64,0,27.01,7.6,0,0,6.0,6.08
8080.00,25.5,33.01,0,6.0,0,85.51,0,7.59,148.36,0,0,25.5,25.5,0,25.5,85.51,0,0,25.5,178.5,0,33.0,63.01,15.18,0,94.51,0,0,0,48.019999999999996,48.0,6.0,115.53,147.79,15.1,0,55.5,0.0,22.64,48.0,33.0,30.1,105.22,19.5,0,7.59,21.0,85.52000000000001,33.0,57.01,25.5,0,0,0,138.07,0,22.59,63.0,34.58,0,15.1,33.0,0,0,42.01,63.010000000000005,0,6.0,6.0,0,0,123.01,0,0,27.0,15.1,0,0,12.0,12.0
8100.00,55.519999999999996,55.5,0,21.0,0,123.02,0,5.31,260.99,0,0,70.50999999999999,55.54,0,40.5,123.01,6.01,0,48.0,67.62,0,48.0,93.02,7.59,6.01,115.51,0,0,0,85.5,55.5,13.5,130.53,147.63,0.0,0,64.50999999999999,0.0,6.0,85.50999999999999,34.5,37.61,28.68,27.0,0,0.0,57.02,130.53,70.50999999999999,100.52000000000001,55.5,0,0.0,0.0,208.54,0.0,22.59,123.03,55.5,0,67.64,70.51,0,0,43.51,93.00999999999999,0,21.0,27.0,0,0,160.51999999999998,0,0,63.0,22.59,0,0,13.5,13.5
8120.00,0,0,0,0,6.0,0.0,0,18.810000000000002,313.35,0,12.0,0.0,0,0,0,0,58.56,0.0,0,192.29,93.00999999999999,0,0,70.54,49.510000000000005,82.72,19.5,40.5,0,22.59,0,0,0,162.63,78.00999999999999,25.5,22.59,34.5,108.05,30.1,0,85.50999999999999,109.6,0,25.52,27.0,0.0,0,0,0,0,0,48.0,21.0,223.54,34.5,63.01,0,0,21.0,111.08,0,25.5,19.5,66.6,0,0,0,12.6,0,0,0,19.5,0,0,28.5,0,0,0,0
8140.00,0,0,0,0,6.0,0,0,26.31,272.99,0,12.0,0,0,0,0,0.0,66.01,25.5,0,220.53,93.00999999999999,0,0,108.03999999999999,78.00999999999999,67.61,34.510000000000005,70.50999999999999,0,7.59,0,0,0,14.07,85.50999999999999,63.010000000000005,0,34.5,138.01,0,0,130.51999999999998,175.57,0,48.0,63.01,0,0,0,0,0,0,70.50999999999999,43.51,187.75,70.51,78.00999999999999,0,0,48.01,132.01999999999998,0,48.0,55.5,21.58,0,0,0,0,12.0,0,29.14,40.510000000000005,0,0,34.5,0,0,0,0
8160.00,13.5,6.0,0,34.5,0,34.5,12.0,0,130.63,0,0,21.0,0,0,27.0,70.50999999999999,0,0,12.0,193.53,0,25.5,25.5,45.1,0,79.53,0,0,0,12.0,28.51,0.0,70.53999999999999,123.15,0,0,25.509999999999998,0,15.1,55.5,6.0,52.64,148.52,70.5,0,0,25.5,6.0,19.5,0,19.5,0,0,0,169.66,0,45.1,55.5,19.5,0,141.03,93.00999999999999,0,0,63.06,19.5,0,0,6.0,0,0,57.01,0,0,18.0,0.0,12.0,0,6.0,19.5
8180.00,33.0,33.0,0,48.0,0,49.51,25.5,0,258.27,0,0,40.5,34.5,0,70.50999999999999,100.52,0,0,18.0,165.37,0,55.51,55.5,0.0,0,85.51,0,0,0,48.01,40.5,19.509999999999998,153.03,183.03000000000003,0,0,25.5,0,0,93.03999999999999,19.5,82.64,0.0,85.52,0,0,40.5,63.0,27.0,6.0,63.01,0,0,0,213.14,0,67.6,108.02999999999999,25.5,0,135.11,108.01999999999998,0,0,63.01,19.5,0,13.5,12.0,0,0,63.01,0,0,25.5,0,19.5,0,12.0,55.5
8200.00,0,0,0,0,0,21.59,0,13.5,313.67,0,18.0,22.6,0,0,15.15,80.97,42.01,19.509999999999998,0,51.03,13.51,0,0,49.510000000000005,12.0,0.0,6.0,33.0,0,0,0,0,22.61,178.52,21.01,0,0.0,25.53,27.01,22.61,0,63.92,66.1,0,6.01,48.019999999999996,21.59,0,0,0,7.59,0,0.0,12.02,201.03,0,63.08,0.0,7.59,25.509999999999998,154.61,0.0,13.5,40.51,0.0,0,0,0,0,19.53,0,20.09,6.0,0,12.6,0,0,0,0,0
8220.00,0,0,0,0,6.0,0,0,13.5,313.54,0,40.5,0,0,0,0,0.0,85.52,48.010000000000005,0,183.19,48.03,0,0,85.50999999999999,25.5,0,40.5,55.5,0,0,0,0,0,35.12,78.02,0,0,55.5,48.010000000000005,7.61,0,152.42000000000002,130.51999999999998,0,19.509999999999998,85.57000000000001,0,0,0,0,0,0,12.0,33.0,216.01,6.0,145.51,0,0,55.51,168.06,0,48.07,55.5,0,0,0,0,0,48.03,0,0,6.0,0,0,0,0,0,0,0
8240.00,6.01,0,0,6.01,0.0,40.519999999999996,12.0,7.59,45.1,0,0,6.0,13.51,0,6.0,19.52,88.52,0.0,27.009999999999998,201.04,58.51,0,6.0,0.0,0,41.73,0,0.0,0,6.01,6.0,0.0,19.52,27.020000000000003,0.0,0,40.519999999999996,0.0,7.61,34.519999999999996,27.009999999999998,111.03,118.52,19.5,0,81.01,12.02,0,6.0,0,6.01,0,0,0.0,210.12,0,139.52,18.02,0.0,73.51,171.02,28.52,58.53,0,12.0,13.51,0,0,6.0,0,0,6.0,0.0,12.02,33.0,0,12.01,0,0,6.0
8260.00,27.0,6.02,0,6.0,0,108.01999999999998,19.509999999999998,0,153.88,0,0,12.0,21.0,0,33.05,49.51,0,0,48.0,193.53,0,12.0,40.5,45.1,0,49.23,0,0,0,33.0,19.5,6.0,78.00999999999999,145.56,0,0,108.03,0,7.59,130.53,48.0,97.68,97.62,48.0,0,0,19.5,100.53999999999999,12.0,0.0,25.57,0,0,0,132.04000000000002,0,97.67,63.0,34.54,0,178.49,27.0,0,0,25.5,70.51,0,0,18.0,0,0,19.5,0,19.5,70.50999999999999,0,55.51,0,0,6.0
8280.00,55.510000000000005,13.5,0,0,0,145.53,36.01,0.0,304.63,0,0.0,27.0,28.5,0,42.0,100.52,0,0,55.5,195.15,0.0,13.5,63.019999999999996,6.03,0,71.72999999999999,0,0.0,0,27.0,34.55,21.0,153.05,213.02,0.0,0,138.03,0.0,5.22,168.03,70.5,0.0,120.11,55.5,0,12.7,21.0,108.01999999999998,27.009999999999998,13.5,70.5,0,0,0,199.53,0,37.71,78.0,49.5,0,180.12,48.0,0,5.1,48.0,85.5,0,13.5,63.02,0,0,36.01,0,28.5,85.50999999999999,0,93.02,0,0,28.5
8300.00,0,0,0,0,6.0,67.61,0,18.0,350.33,0,19.5,0,0,0,0,75.17,21.0,25.5,0,109.73,19.5,7.59,0,63.0,0,0.0,21.0,93.02,0,0,0,0,67.61,156.02,55.5,0,0.0,40.5,69.72999999999999,67.61,7.59,100.51,117.36,0,21.0,107.18,0,0,0,0,22.59,0,33.0,12.02,186.03,48.0,138.01999999999998,0,0,21.0,115.58,0,19.5,54.61,7.59,0,0,0,27.6,12.0,0,21.67,6.0,0,0,12.0,0,0,0,0
8320.00,0,0,0,0,6.0,5.1,0,40.5,335.96,0,19.5,0,0,0,0,15.14,21.0,48.0,0,169.52,33.019999999999996,0,0,108.00999999999999,18.0,15.11,28.51,145.53,0,0,0,0,0.0,0.0,70.50999999999999,12.0,0,70.50999999999999,77.22,0,0,123.01,145.51999999999998,0,21.0,144.69,20.12,0,0,0,0,0,33.0,19.5,97.9,48.0,168.03000000000003,0,0,28.5,183.03,0,33.0,77.11,0,0,0,0,0,12.0,0,0,13.5,0,0,18.0,0,0,0,0
8340.00,13.5,6.09,0,36.01,0.0,41.11,6.0,0.0,298.51,0,0,0,6.0,0,19.52,49.51,0,0,13.5,171.02,0,12.0,19.5,52.63,0,28.5,0,0.0,0,48.010000000000005,0,18.0,78.02000000000001,79.57,0,0,78.03999999999999,0,7.59,55.53,70.5,45.11,133.53,78.05,0,52.65,36.01,18.02,6.0,6.0,13.5,0,0,0,177.11,0,52.69,25.5,13.5,0,186.03,55.559999999999995,0,0,6.0,18.0,0,12.0,0,0,0,18.0,0,6.0,13.5,7.59,21.0,0,12.0,6.0
8360.00,19.5,12.0,0,42.01,0,62.13,49.54,0,246.14,0,0,13.5,19.52,0,25.5,63.01,0,0,21.0,97.65,0,40.5,78.08,0,0,48.01,0,0,0,100.53,6.0,40.5,115.52,139.52,0,0,78.0,0.0,0,70.50999999999999,100.50999999999999,45.11,60.14,93.02,0,0,58.51,63.0,33.0,28.5,63.0,0,0,0,205.55,0,97.57,85.50999999999999,25.5,0,142.62,63.01,0,0,12.0,48.0,0,19.5,0.0,0,0,25.5,0,34.54,34.510000000000005,0,28.5,0,19.5,49.56
8380.00,0,0.0,0,0,6.0,30.18,0,6.0,283.68,0,0,0,0,0,0,29.22,25.5,12.0,0,103.68,12.07,22.61,22.6,25.5,13.5,22.6,0,12.0,0,52.72,0,0,30.25,148.52,34.5,12.0,30.12,0,34.510000000000005,0.0,22.63,70.53,142.57,30.19,25.5,49.52,30.13,0.0,0,0,15.12,0,6.0,6.0,178.53,33.0,64.55,22.65,7.59,33.0,70.53,15.09,0,28.51,15.09,7.59,0,0,0,0,0,0.0,12.02,0,27.72,6.0,0,0,0,0
8400.00,0,0,0,0,19.5,0,0,6.0,328.55,0,6.0,0,0,0,0,51.58,48.0,25.5,0,175.59,12.0,0,0,48.019999999999996,13.5,0,19.5,55.51,0,0,0,0,22.62,126.63,48.01,18.0,7.59,12.0,78.00999999999999,0,0,138.01999999999998,147.12,0,78.0,108.02,0,0,0,0,0,0,40.53,42.01,200.8,48.0,85.50999999999999,0,0,48.01,205.71,0,12.0,36.01,0,0,0,0,0,0,0,12.6,12.0,0,50.11,6.0,0,0,0,0
8420.00,0,0,0,6.0,7.59,19.5,0,0,51.209999999999994,0,0,0,0.0,0,18.0,48.010000000000005,0.0,0,6.0,186.04,0,0,0.0,0,0,33.019999999999996,0,51.01,0,6.0,0.0,0,58.61,36.04,0.0,0,25.52,0.0,0.0,19.5,18.0,139.57999999999998,148.52,33.01,81.01,103.51,0,6.0,0,6.0,0,0,0,51.04,47.379999999999995,0.0,51.01,0.0,13.57,0,178.52,0.0,0,0,0,27.03,0,12.01,0.0,0,0,13.5,0,5.5,86.11,0,12.0,0,6.0,0
8440.00,27.0,6.0,0,13.51,0.0,27.0,6.0,0,164.10000000000002,0,0,19.5,34.510000000000005,0,85.52000000000001,93.00999999999999,0,0,19.509999999999998,201.03,0,0,21.0,7.59,0,78.00999999999999,0,0,0,57.05,13.5,6.0,85.50999999999999,138.04000000000002,0.0,0,63.0,0,45.1,78.03,108.00999999999999,7.6,105.2,63.0,0,0,6.0,48.0,0,55.51,6.0,0,0,0,182.64000000000001,0,0.0,130.53,40.5,0,193.52,12.0,0,0,12.0,100.50999999999999,0,12.0,19.5,0,0,28.5,0,20.51,107.11,0,55.5,0,12.0,0
8460.00,93.00999999999999,40.5,0,21.0,0,28.5,13.5,0,263.07,0,0,21.0,42.0,0,100.52,138.01999999999998,0,0,13.5,180.12,0,0,42.11,13.629999999999999,0,85.50999999999999,0,0,0,63.01,28.52,43.57,108.00999999999999,183.02,6.01,0,85.50999999999999,0.0,45.1,115.52,138.02,0.0,90.16,78.02,0,6.01,0,63.0,21.04,93.06,63.0,0,0,0,219.9,0,6.0,108.01,63.0,6.03,82.63,21.0,0,0,27.02,160.53,0,13.5,27.0,0,0,28.5,13.01,35.51,138.62,0,108.00999999999999,0,27.0,0
8480.00,0,0,0,0,12.0,0,0,12.0,268.44,0,19.5,0,0,0,0,65.14,27.0,18.0,0,123.05000000000001,13.5,0,0,40.5,6.0,37.6,6.07,33.0,0,0,0,0,0.0,156.02,78.02000000000001,12.0,0,19.5,123.06,0,0,70.50999999999999,138.15,52.61,12.0,55.5,0,0,0,0,15.09,0,40.5,27.0,201.03,6.0,48.01,0,45.1,34.5,177.13,15.09,33.0,28.51,14.07,0,0,0,0,12.0,0,0,19.0,0,75.14,6.0,0,0,0,0
8500.00,0,0,0,0,18.0,20.1,0,19.5,268.44,0,19.5,0,0,0,0,67.79,27.0,40.5,0,213.03,13.5,0,0,115.52,19.5,67.53,27.02,78.0,0,0,0,0,37.6,0,78.00999999999999,40.53,0.0,40.5,153.01999999999998,0,0,93.00999999999999,205.52,37.6,19.5,93.00999999999999,0,0,0,0,0,0,63.06,27.0,187.82,13.5,85.50999999999999,0,0.0,63.01,190.52,7.64,63.019999999999996,43.51,0,0,0,0,0,12.0,0,0,25.0,0,0.0,6.0,0,0,0,0
8520.00,0.0,12.0,0,21.0,0,27.6,12.0,0,286.25,0,0,6.0,6.0,0,40.510000000000005,132.11,0,0,39.96,171.02,0,33.0,42.01,0,0,79.53,0,0,0,18.0,51.01,12.01,70.52000000000001,137.85,7.59,0,40.5,15.09,15.13,48.09,19.5,52.65,193.53,63.01,0,0,11.91,19.5,34.54,6.0,13.52,0,0,0,85.6,0,37.6,55.5,55.58,0,334.54,92.51,0,0,12.0,19.5,0,6.01,12.02,0,0,27.0,7.59,63.05,64.50999999999999,0,19.5,0,0,0
8540.00,19.5,12.0,0,48.08,0,33.6,33.0,15.16,169.77,0,0,12.0,19.5,0,78.02000000000001,183.03,0,0,39.96,157.67,0,70.5,100.51,0,0,85.51,0,0,0,40.5,64.50999999999999,48.02,123.03,152.82,0,0,48.0,0,0.0,85.50999999999999,78.00999999999999,67.61,157.73,70.50999999999999,0,0,40.46,55.5,55.51,21.0,85.52,0,0,0,198.07,0,0,78.00999999999999,85.5,0,142.63,122.47,0,0,18.009999999999998,40.5,0,27.01,33.0,0,0,34.5,0,78.00999999999999,85.51,0,40.5,0,18.0,13.53
8560.00,0,12.6,0,0,0,30.13,0,40.5,268.68,0,6.0,0,0,0,37.71,156.02,34.510000000000005,0,0,93.06,28.5,45.239999999999995,80.94,19.5,13.51,88.51,13.5,27.01,0,7.59,0,0,30.16,95.81,40.58,12.0,7.59,25.5,55.53,0.0,0,115.42,64.6,22.61,27.0,48.01,30.14,0,0,0,30.12,0,48.02,12.0,171.02,6.0,48.01,15.09,30.14,33.0,63.03,0.0,0,18.0,0.0,0,0,0,22.689999999999998,6.02,0,14.09,0,0.0,0.0,19.5,0,0,0,0
8580.00,0,0,0,0,0,0,0,48.0,291.04,0,19.55,0,0,0,0,127.69,85.52000000000001,19.5,0,220.57999999999998,58.55,0.0,0,48.0,13.5,0.0,28.5,78.06,0,0,0,0,0,0,108.02,55.51,22.59,55.510000000000005,115.51,0,0,145.33999999999997,190.56,0,42.01,100.51,0,0,0,0,0,0,78.0,25.5,120.15,25.52,108.01999999999998,0,0,55.56,175.51999999999998,0,12.0,55.51,0,0,0,0,0,6.0,0,22.6,6.0,0,0,19.5,0,0,0,0
8600.00,0.0,0,0,19.5,0,0,6.02,7.64,36.03,0,0,6.0,0,0,6.0,27.05,81.01,0,13.54,163.52,103.52,12.0,26.11,0,0,42.02,43.51,51.01,0,0,6.01,0,6.01,21.02,81.16,51.01,25.509999999999998,0.0,117.02000000000001,25.52,12.02,146.83999999999997,171.02,13.54,88.51,88.53,6.0,6.02,13.51,13.53,12.01,0,51.01,0.0,177.16,0.0,66.17999999999999,13.55,12.0,0,133.52,27.08,0.0,51.01,12.0,12.0,0,0,0,0,0,25.5,0,25.509999999999998,6.0,7.6,0,0,0,19.5
8620.00,27.0,13.51,0,48.010000000000005,0,6.0,19.5,30.1,147.18,0,0,19.5,0,0,108.03,138.22,0,0,25.5,178.5,0,33.05,47.11,15.09,0,72.01,0,7.61,0,48.0,12.0,19.5,25.52,85.51,15.09,0,78.00999999999999,22.59,30.16,93.02999999999999,40.5,60.14,178.44,25.5,0,0,13.5,78.01,36.01,28.5,70.53,0,22.59,0,229.62,0,0,85.50999999999999,18.0,0,97.66,55.51,0,0,19.5,70.50999999999999,0,6.0,6.0,0,0,70.50999999999999,0.0,63.010000000000005,18.0,0,6.0,0,6.0,34.510000000000005
8640.00,85.50999999999999,28.5,0,63.0,0,13.5,36.04,22.59,246.22,0,0,13.5,21.0,0,130.53,190.53000000000003,0,0,27.07,112.62,6.01,48.0,62.11,6.0,0,73.51,0.0,0.0,0,63.0,21.0,48.03,63.010000000000005,108.01,0,0,108.01999999999998,6.01,0.0,85.52000000000001,70.50999999999999,30.18,12.76,34.5,0,0,70.53,85.50999999999999,51.01,78.00999999999999,93.00999999999999,0,6.0,0,228.04000000000002,0,0,123.03,48.03,0,157.61,72.00999999999999,6.0,6.01,48.0,93.00999999999999,0,21.01,13.5,0,0,93.01,0,100.50999999999999,48.02,0,13.5,0,0,57.059999999999995
8660.00,0,0,0,0,6.0,0,0,34.5,268.54,0,25.5,0,0,0,0,163.52,70.52000000000001,6.0,0,108.1,48.0,22.59,0,25.509999999999998,25.5,82.79,13.5,34.5,0,30.1,0,0,15.09,27.65,33.019999999999996,19.5,0,78.03,93.02,0.0,7.59,100.51,152.32999999999998,0.0,19.5,85.59,0.0,0,0,0,22.59,0,63.0,42.03,201.03,19.52,55.529999999999994,0,0,78.09,123.04,0,6.0,34.5,0,0,0,0,0,0,0,74.23,19.5,0,0,0,0,0,0,0
8680.00,0,0,0,0,13.5,0,0,40.5,276.01,0,48.0,0,0,0,0,0.0,100.51,19.5,0,183.03,70.50999999999999,0,0,55.5,40.53,30.12,28.5,48.0,0,0,0,0,0,0,55.5,85.52,0,100.52000000000001,108.01999999999998,0,0,123.02000000000001,182.28,7.59,63.01,108.00999999999999,0,0,0,0,0,0,70.5,49.51,187.9,19.5,108.02,0,0,100.51,205.53,0,19.5,55.5,0,0,0,0,0,6.0,0,50.11,27.0,0,0,0,0,0,0,0
8700.00,19.5,6.0,0,138.09,0,6.0,12.02,22.59,208.74,0,0,6.0,6.01,0,48.02,85.57,0.0,0,40.5,171.02,0,18.02,12.0,15.09,0,93.05,0,0,0,25.5,0,27.0,40.5,55.5,7.59,0,33.0,52.7,7.61,13.18,63.05,0.0,155.28,55.5,0,0,48.0,33.08,6.0,27.0,27.0,0,0,0,259.63,0,0,27.01,33.01,0.0,193.53,55.51,0,0,6.0,27.0,0,6.0,0,0.0,0,72.03,0,6.0,27.0,7.59,28.5,0,12.0,19.5
8720.00,27.0,6.0,0,85.50999999999999,0,13.5,19.5,0,283.64,0,0,25.5,19.5,0,85.53,123.02,0,0,63.11,150.17,0,55.5,27.0,0,0,115.51,0,0,0,70.5,21.0,49.51,130.53,55.5,0,0,33.0,0.0,0,28.18,108.1,15.12,0.0,78.00999999999999,0,0,70.5,78.0,18.0,48.01,93.04,0,0,0,220.59,0,0,70.50999999999999,70.51,0,150.14,55.51,0,0,6.0,78.01,0,13.5,6.0,0,0,72.01,0,36.01,49.51,15.09,34.5,0,48.019999999999996,19.5
8740.00,0,0,0,0,6.0,15.09,0,0,291.17,0,6.0,0,0,0,0,111.02,28.5,6.0,0,43.51,13.5,0.0,7.59,19.5,13.5,88.51,13.52,40.5,0,7.6,0,0,0,0.0,48.0,12.0,7.59,49.51,57.03,0,30.11,77.87,43.54,15.1,12.0,12.0,50.7,22.62,0.0,0,15.09,0,40.510000000000005,13.51,216.03,33.0,13.51,15.09,30.12,6.0,55.53,0,6.0,63.05,7.59,37.739999999999995,0,0,0,0,0,88.51,0.0,0,80.92,13.5,0,0,21.58,0
8760.00,0,0,0,0,12.0,0,0,0,298.54,0,63.0,0,0,0,0,6.57,49.51,12.0,0,168.2,21.0,0,0,40.5,33.019999999999996,0,64.50999999999999,63.0,0,0,0,0,0,0,123.02000000000001,25.5,0,63.01,100.52000000000001,0,0,145.31,117.02,0,25.5,19.5,0,22.7,0,0,0,0,70.5,49.51,223.53,70.5,25.5,0,0,6.0,168.09,0,42.0,108.00999999999999,0,0,0,0,0,0,0,89.08,12.0,0,0,33.0,0,0,6.58,0
