Timestep,A0A1,A0B0,A1A0,A1A2,A1B1,A2A1,A2A3,A2B2,A3A2,A3A4,A3B3,A4A3,A4B4,B0A0,B0B1,B0C0,B1A1,B1B0,B1B2,B1C1,B2A2,B2B1,B2B3,B2C2,B3A3,B3B2,B3B4,B3C3,B4A4,B4B3,B4C4,C0B0,C0C1,C0D0,C1B1,C1C0,C1C2,C1D1,C2B2,C2C1,C2C3,C2D2,C3B3,C3C2,C3C4,C3D3,C4B4,C4C3,C4D4,D0C0,D0D1,D0E0,D1C1,D1D0,D1D2,D1E1,D2C2,D2D1,D2D3,D2E2,D3C3,D3D2,D3D4,D3E3,D4C4,D4D3,D4E4,E0D0,E0E1,E1D1,E1E0,E1E2,E2D2,E2E1,E2E3,E3D3,E3E2,E3E4,E4D4,E4E3
0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.00,0.0,0,0,0,0,0.0,0,0,19.509999999999998,0,0,0,0,0,0,0,0,0,12.0,0,0,19.5,0,0,0,6.0,0,0,0,6.0,6.0,6.0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,6.01,0,0,0,6.0,0,0,0,6.0,0,0,0,0,0,0,6.0,0,0,21.0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,12.04
80.00,12.0,6.0,0,0,0,19.5,0,0,19.5,0,0,0,6.03,0,0,6.0,0,0,33.0,0,0,34.5,0,0,0,12.0,0,0,0,6.0,6.0,6.0,13.51,21.0,0,0,13.5,0,0,0,13.53,0,0,6.0,0,0,6.0,6.0,0,0,6.0,0,0,0,6.0,0,0,0,6.0,0,0,13.5,0,0,27.0,0,0,19.5,19.5,0,0,6.0,0,0,6.0,0,0,0,6.0,33.0
100.00,0,0,0,0,0,22.6,0,0,0,0,13.5,0,0,0,0,0,0,6.0,0,6.0,6.01,0,0,0,6.0,0,13.51,0,0,0,0,0,0,22.61,6.0,0,0,0,0,0,0,6.0,0,7.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,12.01,13.5,0.0,0,0,0,0,0.0,0,0,6.0,0,0,6.0,0,0,0,0
120.00,0,0,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,6.0,0,33.01,6.0,0,0,6.0,18.0,0,28.51,0,0,0,0,0,0,0,12.0,21.01,0,25.5,0,0,0,13.5,0,0,0,6.0,0,0,0,0,0,0,19.5,21.0,0,0,13.5,0,0,18.0,6.0,0,12.0,21.0,0,0,0,0,0,12.0,0,0,19.5,0,0,12.0,0,0,0,0
140.00,6.0,0,0,0.0,0,0,0,0,13.5,0,0.0,0,0,0,6.0,12.0,0,0,0,7.6,0,12.0,6.0,0,0,6.0,0,0,0,12.0,0,0,0,0,0,0,0,7.63,0,6.02,0,0,7.59,0,0,0,6.0,0,0,0,0,0,0.0,0,0.0,0,0,6.0,0,0,0,0,0,0,6.0,6.03,0,0,6.0,0.0,0,6.0,0,0,0,0,6.0,0,0.0,6.0
160.00,13.5,0,0,21.01,0,12.0,0,0,13.5,0,0,6.0,0,0,25.5,19.5,0,0,12.030000000000001,0,0,12.0,6.0,0,0,27.0,0,0,0,25.5,0,0,12.0,6.0,0,0,6.01,0,0,27.0,12.0,0,0,0.0,0,0,21.0,48.01,0,6.0,70.51,0,0,0,34.5,0,0,21.0,6.0,0,0,6.0,0,0,12.0,40.519999999999996,0,0,19.5,0,0,25.54,0,21.01,6.0,0,13.5,0,12.0,42.01
180.00,21.0,0,0,64.50999999999999,0,27.0,0,0,13.5,0,0,0,13.5,0,48.010000000000005,42.0,0,0,21.0,0,0,13.5,27.0,0.0,0,49.5,0,0.0,0,27.0,0,13.51,40.51,0,0,0,42.010000000000005,0.0,6.0,79.52,6.0,0,6.02,27.0,0,0,28.5,63.0,0,57.07,93.00999999999999,0,0,0,34.5,0,0,64.52,13.51,0,6.01,13.5,0,0,48.0,70.56,0,0,13.5,0,0,21.0,0.0,36.01,21.02,0,79.59,0,27.0,49.51
200.00,0,0,0,0,0,0,0,19.5,0,0,12.0,0,0,0,0,0,6.0,21.02,0,12.0,6.0,0,0,40.5,12.01,30.1,0,55.51,0,0.0,0,0,0,0,13.5,21.0,0,12.0,40.5,0,0,12.0,19.5,0,21.0,0,0,0,0,0,0,0,27.0,27.0,0,19.5,0,0,0,19.5,12.0,0,6.0,0,0,0,0,0,0,12.0,0,21.57,6.0,0,0.0,6.0,0,0,0,0
220.00,0,0,0,0,0,0,0,33.0,0,0,33.0,0,0,0,0,0,19.5,21.0,0,19.5,25.5,0,0,63.0,12.0,0,21.03,93.02,0,0,0,0,0,0,34.5,21.0,0,12.0,55.5,0,0,25.5,48.019999999999996,0,28.5,13.5,0,0,0,0,0,0,70.50999999999999,48.0,0,33.0,18.0,0,0,40.519999999999996,18.0,0,25.5,13.5,0,0,0,0,0,18.0,0,0,19.5,0,0,12.0,0,0,0,0
240.00,19.5,12.0,0,21.0,0,25.5,49.51,0,6.0,0,0,6.01,6.0,0,12.0,6.0,0,0,12.0,0.0,0,19.5,42.04,7.59,0,18.0,0,0,0,6.0,6.0,0,63.03,19.5,0,0,25.5,15.1,0.0,6.0,34.5,0,30.1,48.0,0,0,33.019999999999996,33.0,6.0,0,19.53,0,22.61,0,48.0,0,7.59,6.0,12.0,0,0,48.019999999999996,0,0,12.0,40.5,0,6.0,6.0,0,0,6.0,0,6.0,21.0,0,0,0,18.0,0
260.00,27.0,12.0,0,27.0,0,48.01,63.01,0,12.0,0,0,19.5,21.0,0,18.0,19.5,0,0,33.0,0,0,42.019999999999996,55.51,0,0,33.0,0,0,0,55.5,6.0,0,85.5,27.0,0,0,25.5,0,0,18.0,55.51,0,0,40.5,0,0,48.01,55.5,36.01,0,55.51,0,0,0,78.0,0,30.1,13.5,25.5,0,0,55.51,0,0,34.55,78.06,0,12.0,25.5,0,0,21.0,0,27.0,28.5,0,13.5,0,33.0,19.5
280.00,0,0,0,0,0,0.0,88.52,0,22.63,0,0,21.61,0,0,0,0,21.0,0,0,25.509999999999998,19.5,30.14,0,48.0,6.0,15.11,13.5,19.5,0,0,0,0,0.0,0.0,40.510000000000005,6.0,0,12.05,27.0,0,22.63,19.5,6.0,7.59,6.0,27.0,0,0,0,0,0.0,0,25.5,21.0,22.62,19.5,42.02,0,0,18.6,63.010000000000005,0.0,0,21.01,0.0,0,0,0,0,19.5,0,0.0,12.0,0,0.0,0,0,0,0,0
300.00,0,0,0,0,6.0,0,0,6.0,14.08,0,0,0,0,0,0,0,28.52,0,0,48.0,19.5,30.1,0,85.50999999999999,21.0,0,21.0,40.51,0,0,0,0,0,0,55.51,55.5,0,12.0,48.0,0,0,55.5,18.0,15.09,18.009999999999998,85.57,0,0,0,0,0,0,55.57,28.5,0,27.0,40.5,0,0,47.1,70.5,0,25.5,28.5,0,0,0,0,0,48.0,0,0,19.5,0,0.0,0,0,0,0,0
320.00,0,0,0,6.0,7.6,6.0,6.01,0,0,0,0,6.01,0,0,0.0,0,0.0,0,18.02,7.61,0,21.02,13.51,0.0,0,6.01,0.0,0.0,0,18.009999999999998,0,0,6.02,0,81.14,0,33.02,0,0.0,19.54,19.509999999999998,7.6,0.0,27.03,0,73.51,0.0,25.53,0,6.0,0.0,0,0.0,0.0,6.0,0,0.0,6.0,12.01,0,58.629999999999995,18.0,0,51.01,0,27.01,0,0,0,0.0,0,6.0,0,0,26.1,0,0,0,0.0,0
340.00,6.0,6.0,0,21.0,0.0,13.5,12.0,0,13.5,0,0,18.0,13.5,0,34.5,27.0,0,0,33.0,7.59,0,64.53,78.00999999999999,30.1,0,25.5,0,22.59,0,63.0,6.0,12.0,40.5,0,0,0,85.50999999999999,0,0,40.5,55.5,30.1,45.1,42.01,0,0,13.5,63.0,0,19.5,33.0,0,0,0,33.0,0,30.1,40.5,55.5,0,0.0,40.5,0,0,0.0,85.51,0,6.0,6.0,0,0,19.5,0,19.509999999999998,62.12,0,6.0,0,25.5,0
360.00,13.5,27.02,0,34.51,0.0,21.0,21.0,0,21.0,0,0,40.5,27.009999999999998,0,55.5,27.0,6.02,0,42.0,15.13,0,108.09,93.00999999999999,0.0,0.0,48.0,6.01,0,0,78.0,28.51,51.02,63.0,43.51,0.0,0,108.02,0,0.0,78.0,100.52,6.01,0.0,36.01,0,0.0,70.57,85.50999999999999,0,36.01,40.5,0,0.0,0,21.0,0.0,6.0,70.5,100.52,0,6.02,63.0,0,0,28.51,100.51999999999998,0,13.5,0,0,0,21.0,0,28.51,107.12,0,13.5,0,27.0,0
380.00,0,0,0,0,25.5,0,0,6.0,6.57,0,0,0,0,0,0,14.14,42.01,27.01,0,93.03999999999999,21.01,0,0,25.5,28.55,0,36.01,78.01,0,15.09,0,0,0,67.62,55.62,27.0,0,12.0,85.52,0,0.0,93.02,100.52,30.1,40.5,63.01,0,0,0,0,0,0,63.01,49.55,15.09,6.0,70.50999999999999,0,0.0,12.0,33.0,0,12.0,6.0,22.6,0,0,0,0,0,0,6.62,19.5,0,0.0,6.0,0,0,0,0
400.00,0,0,0,0,33.0,0,0,25.55,0,0,0,0,0,0,0,0,48.01,34.5,0,123.01999999999998,21.0,0,0,70.52000000000001,48.06,0,51.05,93.02,0,0,0,0,0,0,93.00999999999999,27.0,0,40.5,100.50999999999999,0,0,100.51999999999998,115.53,0,93.00999999999999,100.50999999999999,0,0,0,0,0,0,93.00999999999999,63.04,0.0,19.5,93.00999999999999,0,22.6,40.5,63.05,0,25.509999999999998,13.5,0,0,0,0,0,6.0,0,0.0,33.0,0,21.61,12.01,0,0,0,0
420.00,0,6.0,0,0,7.59,6.0,6.0,7.59,34.5,0,0,12.0,12.0,0,55.510000000000005,33.0,0,0,18.0,52.62,0,12.0,40.5,0,0,55.5,0,15.09,0,27.0,19.5,0,48.01,27.0,0.0,0,70.56,0,0.0,19.5,85.50999999999999,30.1,0.0,40.5,0.0,0,12.0,40.53,19.57,34.53,27.0,0,15.09,0,48.0,0,52.63,19.5,34.5,0,15.11,55.540000000000006,0,0,25.5,6.0,0,34.5,12.0,0,0,6.0,0,40.510000000000005,49.51,7.59,27.0,0,12.030000000000001,0
440.00,25.5,13.5,0,0,0,19.5,6.0,0,34.5,0,0,40.51,19.5,0,108.01,40.5,0,0,33.0,90.04,0,19.5,70.50999999999999,0,0,78.03,0,0,0,48.0,25.5,6.0,93.00999999999999,33.01,0,0,70.5,0,0,63.0,108.00999999999999,0,0,63.0,0,0,19.5,100.50999999999999,42.01,34.5,78.03,0,0,0,55.5,0,75.14,55.51,55.51,0,22.61,78.0,0,0,33.0,33.019999999999996,0,40.5,19.509999999999998,0,0,6.0,0,55.5,55.51,0,33.0,0,33.019999999999996,0
460.00,0,7.59,0,0,19.5,30.11,0,0,30.12,0,40.51,12.6,0,0,15.09,0.0,33.0,0,0,49.57,27.02,7.59,0.0,40.5,33.06,22.61,13.5,13.5,0,15.09,0,0,30.21,0.0,63.04,12.0,0,40.5,17.56,0.0,7.61,27.03,33.06,22.61,0.0,36.01,5.1,0,0,0,0,0,27.0,0,22.61,25.5,93.16,0,22.61,27.0,42.03,15.1,12.0,36.01,0.0,0.0,0,0,6.57,0,0,0,0,0,0.0,0,0,0,7.59,0
480.00,0,0,0,0,19.5,0.0,0,0,29.08,0,70.51,0,0,0,0,21.57,70.50999999999999,0,0,115.51,40.510000000000005,0,0,55.5,63.0,22.63,19.5,13.5,0,0,0,0,0,27.61,93.01,19.5,0,93.02999999999999,47.57,0,0,70.50999999999999,55.5,30.1,55.5,93.02,0,0,0,0,0,0,40.5,12.0,7.6,55.5,160.53,0,0,40.5,49.51,0,18.0,43.51,0,0,0,0,0,6.0,0,0,6.0,0,0,12.0,0,0,0,0
500.00,6.01,0,0,27.01,0.0,13.5,6.0,0,34.52,0,0.0,6.0,0,0,6.0,12.0,73.52,0,12.0,111.02,51.01,54.81,19.509999999999998,7.6,0,34.519999999999996,0,7.63,0,0,0,0,6.0,27.03,126.11999999999999,0,18.0,0.0,0.0,6.0,25.509999999999998,7.64,7.62,25.59,51.01,66.1,0,6.0,12.0,19.5,0.0,0,15.14,0,48.05,0.0,147.02,27.0,6.0,58.51,0.0,0.0,0,51.01,25.509999999999998,13.53,0,0,0,0.0,0,19.5,0,0,0,0,0,0,0,0
520.00,19.5,6.0,0,48.01,0,21.0,33.01,0,42.01,0,0,12.0,0,0,55.510000000000005,18.0,0,0,33.0,105.25,0,84.79,48.010000000000005,30.1,0,70.50999999999999,0,0.0,0,48.0,6.0,6.0,40.5,33.0,0,0,48.0,0,0,25.5,85.50999999999999,0,45.1,25.5,0,15.11,27.0,25.5,33.0,55.5,25.5,0,0,0,70.50999999999999,0,0.0,85.52,25.5,0,45.1,40.5,0,0,48.0,85.5,0,6.0,0,0,0,19.5,15.09,0.0,0,0,6.0,0,0,0
540.00,49.51,0,0,64.59,0,36.01,70.50999999999999,0,81.03,0,0,34.5,13.52,0,93.00999999999999,55.519999999999996,6.01,6.01,48.0,120.1,0,129.79999999999998,70.52000000000001,6.01,0.0,78.00999999999999,0,0.0,0,70.51,21.01,13.51,63.0,55.51,6.03,0,70.5,0,6.04,34.5,115.53,0.0,6.02,13.5,0,6.04,21.0,48.0,78.02,70.55000000000001,70.5,0,0.0,0,85.50999999999999,0.0,30.15,130.51999999999998,63.0,0,6.0,70.50999999999999,0,0,78.03,115.53,0,42.04,0,0,0,36.01,15.1,28.51,0.0,0,27.0,0,34.51,13.5
560.00,0,0,0,0,0,0.0,0,0,22.64,0,0,0,0,0,7.59,0,18.0,25.5,0,109.6,42.01,30.12,0,42.01,33.07,45.11,63.02,93.00999999999999,0,0,0,0,0,0,93.01,6.0,0,40.5,93.00999999999999,0,0,63.01,48.0,0,12.0,42.01,21.61,7.59,0,0,7.59,0,19.52,33.0,67.61,18.0,70.50999999999999,0,22.59,42.01,70.5,0,12.0,13.5,0,0,0,0,0,48.0,0,0,27.0,0,0,25.5,0,0,0,0
580.00,0,0,0,0,6.0,0,0,0.0,105.11,0,19.5,0,0,0,0,0,18.0,25.5,0,145.6,55.51,0,0,55.519999999999996,55.510000000000005,75.1,93.01,100.52,0,0,0,0,0,0,108.01,33.04,0,63.0,100.52,0,0,63.01,78.00999999999999,0,55.5,70.50999999999999,0,0,0,0,0,0,33.0,40.5,0,33.0,93.00999999999999,0,0,78.02,85.53,0,25.5,27.0,0,0,0,0,0,48.0,0,0,55.51,0,0,33.0,0,0,0,0
600.00,13.5,6.0,0,19.5,0,6.0,6.0,0,78.06,0,0,6.0,0,0,12.0,6.0,0,0,55.5,148.52,0,19.5,42.010000000000005,0,0,100.56,0,0,0,0,6.0,12.0,19.52,40.5,0.0,0,6.06,7.59,0,25.5,78.04,0,22.6,18.0,0,0,25.5,48.019999999999996,0,6.0,48.019999999999996,0,0,0.0,70.53,0,52.65,63.06999999999999,25.5,0,30.1,55.52,0,0,12.0,55.51,0,0,6.02,0,0,0,30.1,6.0,40.510000000000005,0,13.5,0,6.0,13.5
620.00,25.52,12.0,0,40.5,0,21.0,51.02,0,130.54000000000002,0,0,25.509999999999998,0,0,18.0,6.0,0,0,63.0,142.62,0,63.010000000000005,115.54,0,0,130.51,0,0,0,78.02,6.0,19.509999999999998,63.02,78.05,0,0,33.0,0,15.09,55.5,115.53,0,0.0,33.0,0,0,55.540000000000006,85.52000000000001,6.0,34.510000000000005,78.0,0,0,0,70.50999999999999,0,0.0,108.05,33.0,0,37.61,70.52,0,0,25.5,108.03999999999999,0,19.5,34.5,0,0,6.0,0,12.0,63.010000000000005,0,19.509999999999998,0,19.509999999999998,34.5
640.00,0,0,0,0,6.0,0.0,0.0,0,118.52,0,19.509999999999998,6.57,0,0,0,6.58,11.91,0.0,0.0,55.56,13.5,0.0,7.59,13.5,0,103.51,13.13,12.030000000000001,0,30.17,0,0,22.6,0.0,33.0,18.0,15.11,18.03,48.0,30.13,22.6,33.01,25.5,0,6.0,78.03,0.0,22.6,0,0,0.0,0,62.760000000000005,18.0,30.14,48.0,78.11,0.0,0,27.03,63.04,0,0,21.0,22.6,7.6,0,0,30.11,6.0,0,5.1,6.02,0,0,0,0,0,7.59,0
660.00,0,0,0,0,12.0,0,0,12.0,135.29,0,48.04,0,0,0,0,14.07,25.41,42.0,0,138.01999999999998,48.01,0,0,70.54,6.0,112.62,32.629999999999995,27.01,0,0,0,0,0,0,48.010000000000005,18.0,0,48.0,63.0,0,0,33.0,63.019999999999996,0,6.0,108.06,0,0,0,0,0,0,70.25,33.0,60.1,48.0,93.00999999999999,0,0,55.51,70.50999999999999,0,0,64.50999999999999,0,0,0,0,0,6.0,0,0,6.0,0,0,6.0,0,0,0,0
680.00,0.0,0,0,6.01,0,18.0,6.0,0,80.17,0,7.6,12.02,0,0,6.0,19.5,0,0.0,12.0,118.52,0.0,0.0,33.0,7.6,0,87.17,0.0,0,0,12.0,0,0,0,11.3,0,0,19.5,0.0,58.64,12.07,12.82,51.01,58.51,12.01,0,88.60000000000001,6.0,0.0,6.02,0,12.01,0,0.0,0.0,72.07,0,51.01,25.53,5.56,73.54,7.6,33.010000000000005,0,81.03,25.509999999999998,0,0,6.0,6.01,0,0,0,0,0.0,6.0,0,0,0,0,0
700.00,13.5,6.0,0,57.01,0,40.51,13.5,7.62,130.54000000000002,0,0,25.55,33.0,0,40.51,25.5,0,0,33.0,97.64,0,40.5,108.00999999999999,0,0,138.01999999999998,0,0,0,85.50999999999999,12.0,27.01,33.0,32.3,0,0,12.0,52.6,0,40.519999999999996,26.32,75.11,75.11,19.5,0,22.61,12.0,48.010000000000005,36.01,6.0,85.5,0,0,0,85.51,0,0,115.53999999999999,11.559999999999999,0,22.62,70.50999999999999,0,0,70.50999999999999,25.5,0,6.0,12.0,0,0,6.07,0,34.519999999999996,21.01,0,0,0,0,19.5
720.00,34.510000000000005,0,0,70.50999999999999,0,70.53,43.51,6.0,153.03,0,0,70.52000000000001,49.51,0,42.0,55.519999999999996,0.0,0,48.0,21.13,0,70.51,153.04999999999998,0.0,0,145.51,0,0.0,0,100.52,13.5,79.51,63.010000000000005,69.82000000000001,0,0,34.510000000000005,0.0,0.0,63.010000000000005,77.36,6.01,0.0,13.5,0,12.04,0,85.5,58.51,49.56999999999999,115.53,0,6.0,0.0,100.51,0,15.09,108.01,0,0.0,13.59,85.50999999999999,0,0.0,100.53,34.5,0,48.0,48.0,0,0,13.5,0.0,43.56,28.52,0,34.510000000000005,0,27.0,78.02000000000001
740.00,0,0,0,0,6.0,36.58,0,6.0,74.1,0,33.0,0,0,0,0,14.08,27.02,0,0,100.52,63.04,0.0,0.0,12.0,27.01,75.13,48.0,100.52,0,22.6,0,0,0,44.08,55.51,33.0,0,93.00999999999999,25.5,0,0,78.00999999999999,64.50999999999999,0,12.0,70.55,0,0,0,0,15.13,0,63.04,25.5,67.61,28.5,70.50999999999999,0,0,13.5,40.51,0,33.0,36.01,0,0,0,0,0,13.5,0,0,6.0,0,35.11,6.0,0,0,15.1,0
760.00,0,0,0,0,12.0,21.59,0,6.0,44.1,0,40.5,0,0,0,0,20.19,34.5,0,0,160.51999999999998,85.50999999999999,0,0,33.019999999999996,55.5,7.61,70.50999999999999,123.03999999999999,0,7.6,0,0,0,0,78.00999999999999,108.06,0,130.51,78.03,0,0,115.53,70.50999999999999,0,25.5,85.52,0,0,0,0,0,0,85.50999999999999,40.5,37.61,42.019999999999996,93.00999999999999,0,0,34.5,55.5,0,70.5,73.52,0,0,0,0,0,19.5,0,0,12.0,0,12.6,6.0,0,0,0,0
780.00,0,13.5,0,27.01,0,48.01,6.0,0,115.53,0,0,0,6.02,0,70.5,27.6,0,0,40.51,52.63,0,18.0,49.51,15.09,0,78.00999999999999,0,52.69,0,55.510000000000005,0,19.5,19.5,51.01,0,0.0,40.510000000000005,45.1,37.6,27.0,19.5,0,45.11,33.0,0,0,40.51,55.510000000000005,6.0,6.0,6.0,0,37.6,0,64.50999999999999,0,0,48.01,6.0,0,22.59,40.510000000000005,0,0,12.0,33.0,0,0,25.57,0,0,40.510000000000005,0,18.0,34.5,0,33.0,0,6.0,6.02
800.00,19.5,25.5,0,55.51,0,48.01,19.5,0,198.09000000000003,0,0,12.01,28.5,0,130.53,35.11,0,0,55.5,127.61,0,78.00999999999999,70.50999999999999,0,0,100.50999999999999,0,0,0,100.51999999999998,6.0,33.0,78.00999999999999,57.01,0,0,48.0,90.1,0,27.0,40.5,22.59,15.12,48.0,0,0,48.01,100.53999999999999,19.509999999999998,36.01,48.01,0,0,0,78.00999999999999,0,0,100.54,55.51,0,0,55.5,0,0,12.0,100.50999999999999,0,0,25.5,0,0,40.5,0,63.01,34.5,0,48.0,0,6.0,21.0
820.00,0,21.61,0,0,0,20.11,0.0,0,96.02,0,0,0,0,0,15.15,0.0,28.54,0,22.6,82.72,21.0,30.2,15.09,33.0,12.0,30.15,6.0,70.51,0,22.6,0,0,7.6,0,13.52,25.53,0.0,93.17,93.07000000000001,0,7.6,42.019999999999996,72.07000000000001,22.61,21.0,33.0,29.11,30.14,0,0,15.09,0,33.0,27.07,30.12,25.5,18.0,7.6,30.16,19.5,6.0,15.09,12.030000000000001,21.0,22.6,0.0,0,0,6.57,28.51,0,14.07,6.0,0.0,0.0,0,0,0,0.0,0
840.00,0,0.0,0,0,6.0,37.62,0,0,96.55,0,6.0,0,0,0,0,0,43.51,19.5,0,126.02,34.5,0,0,63.0,12.0,0.0,6.0,93.03,0,0.0,0,0,0,0,55.51,55.5,0,130.52,115.54999999999998,0,30.1,93.01,102.01,22.59,34.5,100.55,0,0.0,0,0,0,0,70.5,34.5,37.62,55.510000000000005,63.0,0,0,25.5,12.0,0,25.5,28.5,14.07,0,0,0,0,25.5,0,14.07,6.0,0,0,6.0,0,0,0,0
860.00,6.01,13.5,0,6.0,0,34.56,6.0,0,27.01,0,0,0,6.06,0,0,21.04,58.51,0,12.0,126.02,0,6.0,6.0,0.0,0,33.04,0,102.02,0,6.0,6.0,0,6.0,13.5,73.52,0.0,40.54,132.02,109.52,5.43,0.0,88.60000000000001,81.01,40.59,66.04,81.11,12.0,12.0,6.0,0,25.509999999999998,0,51.01,58.51,21.12,0,7.6,13.5,33.07,0,7.62,19.53,0,58.51,21.0,6.0,0,6.0,0,0,0,27.04,0,18.95,0,0,0,0,0,0
880.00,19.5,19.5,0,55.52,0,70.50999999999999,57.01,0,115.51,0,0,6.0,18.0,0,19.5,63.08,0,0,33.0,105.22,0,25.5,55.51,0,0,108.01,0,0,0,33.0,19.5,13.5,63.0,28.51,0,0,70.50999999999999,90.12,0.0,47.43,48.0,0,75.1,130.53,0,0,40.5,48.0,33.0,27.009999999999998,70.53,0,0,0,93.01,0,0,70.55,33.0,0,15.1,40.51,0,0,28.5,63.0,0,21.0,0,0,0,55.5,0,33.95,6.0,0,6.0,0,0,13.51
900.00,27.0,34.5,0,57.01,6.0,94.52,85.55,0,139.53,0,0,13.5,55.5,0,55.5,78.00999999999999,0.0,0,78.00999999999999,142.61,0.0,63.010000000000005,108.01999999999998,0,0,115.52000000000001,5.22,0,0,63.0,64.55,94.58,78.01,43.51,6.02,0,85.50999999999999,45.11,45.1,99.94999999999999,78.02,0,0.0,153.03000000000003,0,6.01,63.010000000000005,70.55,100.51,34.51,85.50999999999999,0,0,0,100.51,0.0,0.0,94.51,55.5,6.01,0.0,55.5,0,0,43.53,108.01999999999998,0,21.0,21.0,0,0,78.0,0,41.46,0,0,0,0,27.0,28.5
920.00,0,0,0,0,27.0,74.14,0,6.0,74.11,0,6.0,0,0,0,0,0,34.519999999999996,12.0,0,87.05,40.5,0,0,21.0,6.0,60.1,26.22,40.5,0,0.0,0,0,0,37.6,85.53999999999999,33.0,0,72.01,87.02,0,0,48.019999999999996,87.01,60.1,12.059999999999999,100.51999999999998,0.0,15.09,0,0,0,0,40.5,12.0,67.62,18.0,25.5,0,0,55.51,55.54,0,12.0,13.5,0.0,0,0,0,0.0,48.03,0,0,19.5,0,0,0,0,0,0,0
940.00,0,0,0,0,27.0,81.58,0,12.0,5.1,0,6.0,0,0,0,0,0,63.04,25.5,0,153.02,40.5,0,0,48.0,12.0,22.6,62.22,48.0,0,0,0,0,0,0,123.02,93.05,0,79.52,87.02,0,0,55.5,100.52000000000001,15.11,33.0,153.03,0.0,0,0,0,0,0,108.04,49.51,37.68,33.0,40.5,0,0,63.01,70.5,0,49.53,36.01,29.15,0,0,0,0,55.5,0,0,25.509999999999998,0,0,0,0,0,0,0
960.00,0,6.0,0,48.01,15.09,72.02,33.03,0,95.14,0,0,12.01,0,0,55.5,25.119999999999997,0,0,25.5,148.52,0,35.47,13.5,0.0,0,64.53999999999999,0,0,0,6.0,6.0,0,63.010000000000005,63.010000000000005,0,0,40.510000000000005,52.69,52.61,40.5,55.519999999999996,0,52.65,70.50999999999999,0,45.11,21.0,19.509999999999998,19.5,27.0,25.5,0,0,0,85.50999999999999,0,0,63.01,27.0,0,15.09,55.510000000000005,0,0,79.51,48.0,0,0,0,0,0,21.0,0,12.0,63.019999999999996,0,6.0,0,0,0
980.00,6.0,19.509999999999998,0,70.52,7.59,117.03,48.0,0,122.11,0,0,25.5,6.01,0,85.50999999999999,47.620000000000005,0,0,40.5,150.2,0,35.46,42.01,0,0,79.51,0,0,0,48.05,19.5,0,130.53,63.0,0,0,70.52000000000001,97.6,15.1,40.5,63.0,15.09,15.11,100.53999999999999,0,0,36.01,63.0,55.5,27.0,78.0,0,0,0,108.00999999999999,0,0,85.50999999999999,55.510000000000005,0,0,63.0,0,0,100.51,130.53,0,6.0,25.509999999999998,0,0,34.54,0,34.5,63.01,0,25.5,0,6.0,6.0
1000.00,0,0,0,0.0,6.0,133.52,0,12.0,102.61,0,19.5,0,0,0,0,15.09,33.019999999999996,0.0,0,103.63,6.0,0,0,11.99,19.5,80.96,27.009999999999998,33.01,0,0,0,0,30.13,0.0,27.04,27.0,30.11,111.15,93.05000000000001,0,7.59,34.5,93.12,30.12,0,42.0,20.12,0,0,0,0,0,19.5,6.02,30.11,27.0,40.5,22.6,0,40.5,6.0,22.61,6.0,25.5,133.54,0,0,0,0.0,0,0,21.58,0,0,0,6.0,0,0,0,0
1020.00,0,0,0,0,33.0,0.0,0,18.009999999999998,45.1,0,40.5,0,0,0,0,37.6,78.03999999999999,12.0,0,147.05,27.0,0.0,0,47.99,33.0,105.03,48.01,55.540000000000006,0,0,0,0,0,0,48.010000000000005,40.5,37.6,123.02,115.51999999999998,0,0,70.53,130.51,45.1,27.01,93.06,0.0,0,0,0,0,0,48.0,25.5,60.1,40.5,100.50999999999999,0,0,63.01,33.01,0,12.0,48.0,42.66,0,0,0,0,21.01,0,0,18.009999999999998,0,0,19.5,0,0,0,0
