Average Flow
0.0
0.0
15.0
45.0
105.0
105.0
180.0
195.0
300.0
75.0
210.0
225.0
240.0
195.0
60.0
285.0
135.0
210.0
90.0
195.0
390.0
240.0
285.0
180.0
315.0
225.0
300.0
180.0
300.0
420.0
225.0
135.0
240.0
360.0
330.0
225.0
165.0
240.0
345.0
285.0
300.0
90.0
405.0
285.0
225.0
300.0
255.0
345.0
255.0
120.0
120.0
330.0
300.0
300.0
105.0
225.0
435.0
285.0
240.0
165.0
420.0
255.0
315.0
195.0
240.0
240.0
210.0
210.0
135.0
270.0
285.0
435.0
120.0
195.0
315.0
315.0
240.0
120.0
300.0
405.0
255.0
135.0
225.0
345.0
255.0
135.0
135.0
300.0
330.0
375.0
195.0
105.0
465.0
360.0
180.0
120.0
255.0
270.0
225.0
165.0
210.0
390.0
225.0
240.0
210.0
270.0
360.0
330.0
210.0
240.0
390.0
270.0
315.0
90.0
330.0
420.0
240.0
165.0
105.0
435.0
240.0
135.0
105.0
285.0
435.0
195.0
105.0
210.0
480.0
210.0
165.0
180.0
285.0
345.0
300.0
150.0
285.0
330.0
150.0
210.0
180.0
465.0
240.0
300.0
180.0
210.0
360.0
165.0
225.0
150.0
330.0
360.0
360.0
195.0
180.0
450.0
270.0
240.0
240.0
525.0
225.0
300.0
210.0
225.0
270.0
435.0
345.0
90.0
285.0
285.0
270.0
135.0
195.0
390.0
255.0
120.0
120.0
240.0
210.0
360.0
240.0
135.0
480.0
225.0
195.0
180.0
315.0
330.0
270.0
180.0
60.0
450.0
195.0
255.0
240.0
345.0
255.0
390.0
210.0
135.0
525.0
180.0
300.0
135.0
315.0
300.0
270.0
210.0
135.0
375.0
270.0
195.0
180.0
420.0
315.0
270.0
150.0
165.0
300.0
240.0
240.0
210.0
375.0
390.0
195.0
105.0
270.0
390.0
330.0
240.0
165.0
375.0
330.0
210.0
180.0
210.0
420.0
345.0
315.0
240.0
315.0
285.0
270.0
165.0
135.0
480.0
210.0
255.0
240.0
375.0
405.0
285.0
225.0
285.0
300.0
405.0
315.0
105.0
195.0
300.0
225.0
195.0
225.0
435.0
300.0
315.0
195.0
330.0
240.0
285.0
180.0
105.0
345.0
255.0
255.0
120.0
405.0
315.0
315.0
195.0
120.0
315.0
225.0
375.0
195.0
360.0
315.0
180.0
255.0
105.0
330.0
225.0
300.0
120.0
360.0
315.0
255.0
105.0
180.0
510.0
285.0
195.0
45.0
330.0
390.0
270.0
225.0
150.0
420.0
210.0
390.0
150.0
450.0
135.0
345.0
180.0
150.0
375.0
210.0
150.0
120.0
390.0
315.0
270.0
180.0
135.0
345.0
255.0
210.0
105.0
315.0
360.0
240.0
180.0
120.0
390.0
285.0
270.0
