Average Flow
0.0
40.0
60.0
20.0
200.0
140.0
140.0
140.0
260.0
140.0
200.0
340.0
120.0
260.0
160.0
340.0
140.0
240.0
280.0
380.0
260.0
260.0
380.0
240.0
440.0
220.0
320.0
300.0
360.0
400.0
400.0
360.0
320.0
340.0
280.0
280.0
220.0
260.0
300.0
240.0
280.0
300.0
520.0
320.0
420.0
260.0
300.0
440.0
360.0
340.0
240.0
380.0
340.0
300.0
220.0
380.0
380.0
160.0
280.0
300.0
420.0
260.0
220.0
240.0
260.0
420.0
340.0
400.0
320.0
360.0
280.0
400.0
300.0
400.0
400.0
200.0
140.0
200.0
220.0
260.0
280.0
260.0
260.0
240.0
300.0
240.0
60.0
240.0
240.0
260.0
140.0
340.0
200.0
100.0
80.0
200.0
340.0
280.0
360.0
160.0
120.0
140.0
140.0
80.0
80.0
100.0
220.0
160.0
180.0
140.0
220.0
100.0
140.0
160.0
180.0
120.0
120.0
140.0
280.0
160.0
60.0
220.0
280.0
160.0
120.0
160.0
100.0
80.0
120.0
80.0
100.0
40.0
100.0
80.0
60.0
20.0
60.0
60.0
160.0
60.0
100.0
220.0
60.0
200.0
0.0
60.0
300.0
120.0
80.0
60.0
200.0
120.0
60.0
120.0
300.0
140.0
100.0
60.0
40.0
60.0
20.0
60.0
40.0
40.0
120.0
60.0
120.0
140.0
160.0
100.0
20.0
0.0
40.0
40.0
60.0
0.0
0.0
120.0
40.0
20.0
