Density,Occupancy,Waiting Time,Time Loss
1.8525,0.31,0.0,5.932500000000001
5.909999999999999,0.985,0.0,6.617500000000001
6.1450000000000005,1.02,10.0,17.450000000000003
6.550000000000001,1.09,31.25,40.1025
9.5275,1.5274999999999999,24.25,36.752500000000005
14.8175,2.4499999999999997,11.5,23.252499999999998
17.63,2.9050000000000002,19.25,47.92
20.197499999999998,3.2375000000000003,25.5,45.47
26.974999999999998,4.4575,38.25,63.0775
30.927500000000002,4.965,74.75,119.3975
38.615,6.3525,113.25,152.1625
40.1925,6.532500000000001,97.75,174.11
39.345,6.3825,148.25,176.9925
41.655,6.825,132.5,197.69
40.7675,6.654999999999999,96.25,173.76999999999998
43.255,7.074999999999999,148.5,212.83249999999998
43.8225,7.0875,161.5,227.5375
44.6375,7.275,203.0,243.3075
46.18000000000001,7.512499999999999,145.0,231.695
47.97749999999999,7.865,180.0,252.65249999999997
50.8125,8.2825,171.0,280.76
52.3,8.5925,204.25,281.01250000000005
53.6325,8.8225,198.25,308.63
53.3,8.73,205.75,288.175
52.7875,8.645,249.5,304.11
50.942499999999995,8.365,201.75,309.8
52.760000000000005,8.695,252.25,314.8175
58.6775,9.5525,188.75,310.65
59.4925,9.725,216.5,304.0675
56.09,9.175,247.0,336.6425
57.3275,9.39,262.0,349.9375
60.25500000000001,9.905000000000001,250.25,365.47
63.6025,10.4075,238.75,361.8025
67.5975,11.0825,320.5,407.1325
65.09,10.6325,276.5,410.305
60.2625,9.855,286.0,402.40500000000003
61.36,10.0525,276.5,394.39
65.25,10.7775,291.5,401.485
63.8875,10.475,234.25,420.34749999999997
63.32,10.4525,244.0,406.6
63.59,10.4725,280.5,426.38249999999994
66.23750000000001,10.8225,311.0,428.42499999999995
66.08,10.8625,317.5,431.3375
66.75999999999999,10.9225,292.25,446.78999999999996
66.195,10.93,279.0,423.81499999999994
71.3625,11.68,240.75,435.4325
76.675,12.6475,338.75,448.1975
78.0975,12.870000000000001,293.5,480.615
76.57,12.5775,319.75,498.28499999999997
82.08250000000001,13.504999999999999,306.75,548.605
87.825,14.389999999999999,348.5,549.52
87.78999999999999,14.482499999999998,422.5,580.5925
88.64,14.567499999999999,347.25,611.7675
85.6,14.15,422.0,619.77
83.5975,13.73,349.0,600.235
85.97500000000001,14.15,403.5,578.85
88.50750000000001,14.54,424.0,606.7975
89.08500000000001,14.6725,403.25,609.3475
86.29750000000001,14.197500000000002,422.25,618.35
84.735,13.9625,425.25,582.7575
87.245,14.3775,495.75,618.05
86.65,14.2775,409.75,611.865
83.88499999999999,13.872499999999999,420.75,622.5225
84.265,13.85,413.25,610.06
88.34249999999999,14.6075,541.75,609.6925
88.3575,14.555,516.0,628.105
85.92750000000001,14.165,518.25,631.2925
83.12,13.7225,512.75,642.1424999999999
83.2325,13.7575,534.25,616.5274999999999
82.55,13.6325,533.5,612.3775
78.2025,12.8575,508.25,606.39
75.69749999999999,12.504999999999999,473.0,598.0675
78.0875,12.8525,476.5,581.25
82.81500000000001,13.7025,514.75,590.3050000000001
89.425,14.7625,516.75,630.5775
94.55250000000001,15.565000000000001,527.75,660.405
93.08250000000001,15.385,492.0,692.59
90.2175,14.815000000000001,464.25,633.23
88.9,14.6225,510.5,638.865
89.4375,14.690000000000001,498.0,639.21
93.545,15.425,570.0,675.1324999999999
93.1475,15.342500000000001,537.0,683.6899999999999
94.32,15.595,603.0,700.37
97.53750000000001,16.065,574.0,705.48
95.945,15.7875,582.5,704.125
93.89249999999998,15.5275,551.5,727.79
99.4725,16.41,583.5,755.5225
103.9225,17.1875,701.0,794.6775
106.79249999999999,17.665,698.0,818.3074999999999
106.4,17.6625,691.75,825.7024999999999
109.09,18.0575,751.0,887.1925000000001
115.9325,19.205000000000002,865.0,907.8475
121.35,20.0875,836.5,938.75
122.465,20.305,863.0,979.335
120.2525,19.945,893.25,1042.675
115.235,19.115000000000002,878.5,1000.7800000000001
116.54,19.3425,897.0,972.255
117.275,19.425,810.0,951.4225
117.19,19.4825,785.5,956.675
112.0325,18.5375,716.75,920.435
108.5275,17.994999999999997,809.0,909.0525
107.2475,17.78,781.75,891.665
110.6275,18.36,730.25,890.4825
108.63,18.0075,668.25,845.745
105.65249999999999,17.435,721.25,870.54
109.3175,18.03,748.25,901.1949999999999
110.51499999999999,18.2625,722.25,874.395
113.67,18.857499999999998,789.25,918.5999999999999
112.2125,18.51,795.75,943.01
113.4,18.7875,888.75,934.9950000000001
110.6275,18.3475,856.75,919.675
104.525,17.35,822.0,890.2449999999999
102.9725,17.075,810.25,875.5
108.475,17.935000000000002,827.5,855.8975
116.0075,19.265,802.25,880.4100000000001
118.21000000000001,19.66,780.0,915.5775
119.625,19.895,864.25,995.3299999999999
124.28999999999999,20.475,792.75,976.8900000000001
130.505,21.4875,779.5,943.7125
134.115,22.08,921.75,1071.2
138.085,22.7725,1091.25,1190.8525
142.245,23.4025,1157.0,1246.095
149.835,24.652500000000003,1173.25,1283.5375
160.61,26.4525,1283.0,1383.18
172.84750000000003,28.48,1372.75,1484.4825
182.64499999999998,30.122500000000002,1558.0,1614.3374999999999
191.65,31.615000000000002,1695.0,1722.1599999999999
200.92499999999998,33.18,1775.0,1802.1675
205.6925,33.9675,1872.0,1890.315
208.6225,34.455,1923.5,1939.8174999999999
211.035,34.7675,1914.685,1968.0524999999998
213.4375,35.239999999999995,1964.5,1995.5625
216.59500000000003,35.7725,1983.25,2015.6425
220.61,36.425,1998.75,2048.7725
222.59249999999997,36.815,2050.0,2072.1925
226.3325,37.4675,1990.75,2079.7574999999997
219.04999999999998,36.3475,1804.25,2017.795
209.79250000000002,34.807500000000005,1606.0,1889.0349999999999
210.515,34.9575,1677.75,1890.2075
212.62249999999997,35.295,1737.5,1902.3250000000003
205.3075,34.08,1644.0,1834.9675000000002
198.515,32.9575,1562.5,1765.2424999999998
199.8275,33.1325,1654.75,1799.1375
204.06,33.8225,1769.7649999999999,1853.58
