Average Flow
0.0
0.0
60.0
100.0
140.0
100.0
320.0
140.0
300.0
220.0
200.0
240.0
180.0
340.0
160.0
320.0
240.0
260.0
340.0
280.0
460.0
160.0
320.0
240.0
360.0
180.0
300.0
380.0
280.0
420.0
260.0
360.0
220.0
420.0
220.0
260.0
440.0
320.0
420.0
300.0
240.0
340.0
380.0
240.0
320.0
320.0
340.0
240.0
220.0
440.0
260.0
360.0
300.0
280.0
360.0
420.0
180.0
200.0
500.0
300.0
440.0
220.0
380.0
280.0
340.0
340.0
120.0
520.0
300.0
340.0
200.0
320.0
320.0
400.0
300.0
60.0
120.0
460.0
380.0
240.0
340.0
300.0
360.0
320.0
340.0
380.0
240.0
340.0
200.0
280.0
260.0
260.0
160.0
100.0
220.0
180.0
160.0
160.0
260.0
220.0
260.0
420.0
160.0
240.0
200.0
200.0
120.0
200.0
220.0
160.0
240.0
120.0
140.0
260.0
320.0
160.0
220.0
200.0
540.0
180.0
180.0
80.0
80.0
200.0
80.0
100.0
20.0
220.0
120.0
40.0
60.0
20.0
160.0
80.0
80.0
100.0
80.0
80.0
60.0
0.0
20.0
120.0
40.0
60.0
20.0
40.0
80.0
80.0
40.0
80.0
100.0
160.0
20.0
120.0
200.0
220.0
100.0
120.0
160.0
260.0
100.0
80.0
60.0
260.0
220.0
200.0
100.0
100.0
220.0
160.0
100.0
60.0
100.0
120.0
20.0
80.0
100.0
80.0
80.0
40.0
